comment_id,Post_ID,commenter,text
17958459510109944,DXB-DjOjmZ2,C0219,Aaaaaawwww! I love it ❤️
18409254931180712,DXB-DjOjmZ2,C0011,❤️❤️❤️
17854469337636777,DXB-DjOjmZ2,C0591,haha so cute! good job Onkondo
18118543393636062,DXB-DjOjmZ2,C1156,#bestsection@M0010 🙌❤️
18141630793492817,DVy5ucnCAYI,C0275,🔥🔥 wow
18356223700225416,DVy5ucnCAYI,C0735,😮😮😮😮😮
18096733400008138,DVy5ucnCAYI,C0890,Wow...just breathtaking!😍
18151884166454934,DVqcuKHmK2G,C0891,Wow that sounds amazing😍! From what time are you looking for volunteers?
18191549698362159,DWW44aTDSt2,C1232,Fabulous work Hanjo and Lorre!! @M0007 🌳 🌱 💚
18458028301102125,DWW44aTDSt2,C1014,💚💚💚💚💚
18384679870091760,DWW44aTDSt2,C0096,Fantastic!👏
18091678766080894,DUDf5d4DUm_,C1054,Keep on inspiring  farmers 🔥🔥
18093628825781580,DUDf5d4DUm_,C1212,Interesting for @M0014 @M0012 ?
18101241289858222,DUDf5d4DUm_,C0234,💪🏾💪🏾💪🏾👏 great work with some community gardens you been involved in 🙏🏾 #improvinglivelihoods
18087947417196322,DWsMJvfjOo5,C0760,"How beautiful 🐆 Happy Birthday, Dominic! 🌿"
17883525672490991,DWsMJvfjOo5,C0648,Wish there’d been 1988 at least since ‘84 at latest in Iran
18111687178698944,DWsMJvfjOo5,C0211,❤️
18044710832762945,DWsMJvfjOo5,C0625,Bro eating like he ain't been fed in 8 years 😹😹😹
18099459727794719,DWsMJvfjOo5,C0308,Happy birthday to the cheetah that bears my name❤️❤️❤️
18066812045416699,DWsMJvfjOo5,C0011,❤️❤️❤️ happy birthday ❤️❤️❤️
18089297248954089,DWsMJvfjOo5,C0238,❤️
18070538234277204,DWsMJvfjOo5,C0439,❤️
18065043041656887,DWsMJvfjOo5,C0611,"Happy birthday, a treat today. 🐆💛"
18057547445507668,DWsMJvfjOo5,C0775,Happy birthday Dominic! Have a wonderful day❤️❤️🎁
18070284437279496,DWsMJvfjOo5,C0352,Happy birthday Dominic!!❤️🥰😍😁😃😻🤗❤️🥩🥩🥩🥩🥩🥩
18125805217577404,DWsMJvfjOo5,C0636,Happy happy happy birthday 😻😻🙌🏻😻😻
18087328769260680,DWsMJvfjOo5,C0303,Happy Happy Birthday! Live long and prosper!!!!
18095706199859986,DWsMJvfjOo5,C0739,Happy Birthday to the cutest cheetah! 🎂🎉❤️
18192622996340511,DSvNTG6DxNi,C0952,Amazing photo! 🔥🔥
18139390165465921,DSvNTG6DxNi,C0393,A beautiful photo! 😍
18545541850015176,DSvNTG6DxNi,C0616,😍
18064145759214754,DSvNTG6DxNi,C0339,So beautiful 😍
17992364588887942,DSvNTG6DxNi,C0705,🔥
18050389580445571,DS8FQVIjdpH,C0610,
18095252662839643,DVrBQE7jEWE,C0281,👏👏👏
18089776154133116,DVrBQE7jEWE,C0275,❤️❤️❤️❤️❤️
17993650235925072,DVrBQE7jEWE,C0021,❤️❤️❤️
18577496206024660,DVthvBkjAAF,C0529,Oooooof I miss it
18542337463064739,DVthvBkjAAF,C0414,😍❤️
17917914444284126,DVthvBkjAAF,C0041,
18059465978766172,DWWv0b4kmFB,C1231,Excellent news. Everybody who can please support this proposal to give this beautiful animal the protection they deserve!
18090684451918439,DWWv0b4kmFB,C0690,We need more cheetahs. 🙏❤️
18083758955362197,DWWv0b4kmFB,C0716,😍❤️🐆🥰🐾🙏🙏🙏🙏🙏😻🧡
18567950434017052,DWWv0b4kmFB,C1136,This is awesome!! Great work y’all!
17992184966928814,DWWv0b4kmFB,C1210,I belive it when I see it
18058722533448628,DWWv0b4kmFB,C0211,Let’s see this proposal through! All cheetahs need the highest level of protection.🙌
17990350919783418,DWWv0b4kmFB,C0011,❤️❤️❤️
18178713748345437,DWWv0b4kmFB,C0303,how long does it take to review and approve this type of proposal
18077671136193487,DTBO21Djf01,C0974,Glad to see this 😍 good memories
18095339339028093,DWouAPSEVB9,C1231,Excellent and another example of the holistic approach CCF is known for. Exemplary.
18098255890978952,DWouAPSEVB9,C0011,❤️❤️❤️
17901767454223477,DU-ncR0jTOc,C0146,😍🔥🙌
18074714033111914,DU-ncR0jTOc,C1014,👏👏👏👏
18109057438664858,DU-ncR0jTOc,C0096,👏❤️
18091344857036851,DU-ncR0jTOc,C1054,🔥🔥
17898551463397160,DU-ncR0jTOc,C0819,👏👏👏
17966303900862220,DS-qEVPADma,C0843,Great capture!
17892610605258721,DS-qEVPADma,C0952,Amazing photo! 🔥🔥
18098588512892694,DS-qEVPADma,C1224,👏👏👏
17905756212324960,DS-qEVPADma,C0394,"Gosh, did you have to wait a long time for them all to align like that? 🤩"
17894787321245085,DS-qEVPADma,C0058,👏epic shot!
18117880405502364,DS-qEVPADma,C0086,One of the best pictures i’ve ever seen of giraffes.
18050173802442680,DS-qEVPADma,C0924,@M0019 Un día cuidaremos una juntos
18251229619288100,DS-qEVPADma,C1031,♥️🦒🦒🦒🦒🦒🦒♥️♥️♥️🎁
18063596951541821,DS-qEVPADma,C0437,"🙌Thank you, Tall wishes back to you 🙏"
17879097606492250,DVmCpq8jAER,C1230,💚💚
18061013663692702,DWl7H61DbCB,C0648,Wish there’d been 85 at least since 1984 at latest in Iran
18009657356699524,DWl7H61DbCB,C0969,"@M0011 Thank you for the opportunity to speak with Brian on this episode. We look forward to continuing to promote conservation through collaboration. Together, we can eliminate rabies for everyone."
18179644864382890,DWl7H61DbCB,C0162,I never knew cheetahs ever had rabies.
17913423639351378,DWl7H61DbCB,C0348,🧡🐾
17851445922658072,DWl7H61DbCB,C0011,❤️❤️❤️
17878793976429042,DReQDwTDOOM,C0596,❤️🔥
17994163811714635,DReQDwTDOOM,C0841,How does one become a surveyor I’m interested?
17939869403965402,DReQDwTDOOM,C0841,👏👏
18094632929056012,DVyJnZlDMPe,C0639,❤️❤️❤️
18058536155398100,DVwVD1GjiEL,C0203,awesome experience! 😍 pics by @M0033 📸
18105039470508346,DVwVD1GjiEL,C0021,Yes I have😍
18087396791236222,DVwVD1GjiEL,C0592,You would be hard pressed to find a better Place to spend a week in Namibia
18073170182556386,DVwVD1GjiEL,C0021,❤️❤️
18146439163414124,DVZJxG8gdBv,C0670,Is this one of the eagle we had in the enclosure at Naankuse sanctuary Windhoek?
18348425881232417,DVZJxG8gdBv,C0284,😍
18043602311768377,DXMoBOzDnXM,C1154,❤️
18092604518270532,DXMoBOzDnXM,C0245,Happy to talk while here!
18096518245913754,DTOG1rZj1Wf,C0141,❤️🥰
18074608202365676,DTOG1rZj1Wf,C0770,❤️🦒🦒❤️🦓🦓🦓
18096309634726345,DTOG1rZj1Wf,C1031,❤️🦒🦒🦒🦒🦒🦒🦒❤️❤️❤️🎈
17961079584011630,DTOG1rZj1Wf,C0393,Thank you for all the work you do for these amazing animals and the planet 🙏🏻🙏🏻
18010389968820241,DTOG1rZj1Wf,C1188,🙌
18091755838782535,DTYZ__3jMEy,C0466,Please follow ccf_france_guepards
17851709325582944,DTYZ__3jMEy,C1031,❤️🦒🦒🦒🦒🦒🦒🦒🦒❤️❤️❤️❤️💖
17912338569269773,DTYZ__3jMEy,C0922,Thank you for bringing the Angolan giraffe back to Iona! 😍
18045339881499252,DTYZ__3jMEy,C0633,👏👏👏👏😍😍😍😍😍
18104856689499423,DUlV2iNCOB0,C1190,🔥🔥 😇 😇 😇 😇
17973511052846918,DUlV2iNCOB0,C1089,We are so grateful to be part of this mission. Let's keep them safe!
17923957350247500,DUlV2iNCOB0,C0638,😍😍
18093901885964560,DUlV2iNCOB0,C1215,😍😍😍so cute
17914370685253237,DSQTzsPDRJ6,C1031,❤️🦒🦒🦒🦒🦒🦒❤️❤️❤️🍡
17844139344634564,DSQTzsPDRJ6,C0247,Nice initiative 🙌
18004034057832122,DSQTzsPDRJ6,C0515,a positive use of ai!!
18126419005607522,DXO2QOUln2I,C0387,I can see Amos shiyuka over there
17962188630050841,DV99gHxDCdy,C0011,❤️❤️❤️
18134500240515467,DV99gHxDCdy,C0648,Wish there'd been 85 at least since 1984 at latest in Iran
18122293840595250,DV99gHxDCdy,C0565,와~~~^^너희들을. 어떻게. 안좋아  할수있겠어. 너무 사랑스럽고. 지금도  잘지낼까?걱정된다😍😍😍😍
18089979299224876,DXG8IUMDeZj,C0715,Oh great!!
17976831054021694,DXG8IUMDeZj,C0107,Fantastic!👏🏾❣️☀️
18197315800348054,DXG8IUMDeZj,C1270,Lovely
18149855188482745,DXG8IUMDeZj,C0884,👏👏👏👏👏❤️
17921377431122040,DXG8IUMDeZj,C0157,Oh wow!! My favourite destination at Etosha 😍
18187922449374512,DXG8IUMDeZj,C0872,Discover a haven of refined luxury at Horizon ❤️👏 @M0035
18176525788367355,DSLMZorAZyc,C0748,Love seeing the babies 😍
18094820908721346,DRz_BrsjG0U,C0997,🦒🤓
18570101335059403,DVT5VGnDVSk,C0670,I remenber in Wulfy😍
17876413131514599,DVT5VGnDVSk,C1038,🙌
18086412431131795,DVT5VGnDVSk,C0493,Ag nee julle mors geld
18061058285676044,DVT5VGnDVSk,C0735,👏👏👏👏
17928390399218392,DVT5VGnDVSk,C0412,😢
18099448880171129,DTlR_2oEp9y,C1257,😊
18551192629007336,DTlR_2oEp9y,C0044,That is just stunning to me! 💜💜💜🦒🦒🦒🦒 @C1271
18087738014024715,DTlR_2oEp9y,C0770,TGIF ❤️🦒
18086708362893997,DTlR_2oEp9y,C0542,TGIF! 🦒 ❤️
18023954810789782,DTlR_2oEp9y,C0616,🙂
18579503152037801,DWhFSe_Epwk,C1231,😍
18355975981235198,DWhFSe_Epwk,C0648,Wish there’d been 85 at least since 1984 at latest in Iran
18164261065423020,DWhFSe_Epwk,C0770,❤️😍
18097560290075766,DWhFSe_Epwk,C0854,The cuddle puddle on the 4th slide?! Immaculate vibes ✨
18083734970345710,DWhFSe_Epwk,C0357,🐆💖
18158172760443618,DWhFSe_Epwk,C0417,🥰🥰🥰
17852256429644839,DWhFSe_Epwk,C0352,Is a good day for this coalition!!❤️🥰🤗😻😃😍😁❤️
18083843276344241,DWhFSe_Epwk,C0011,❤️❤️❤️
17978176487971595,DTTQcXSDwcQ,C0910,
18097182860494298,DTTQcXSDwcQ,C0044,TGIF!! 💜💜🦒🦒🦒 @C1271
18187627525355267,DTTQcXSDwcQ,C1031,❤️🦒🦒🦒🦒🦒🦒🦒❤️❤️❤️🍦
18034438697549589,DTTQcXSDwcQ,C0770,❤️🦒
17991189056748122,DTTQcXSDwcQ,C0616,😍
17921888874300987,DXQx2jFFrjg,C1187,One of the best game rangers (Zuma) we have ever had on a game drive even a #bushwalk with him and #rhinos 👏
17957631495111561,DWI5bFigUef,C1150,good looking can you plz also become the investors of skoonhied resettlement project farm @M0030
18073685993192801,DWFHDlUj2ZX,C0576,Beautiful ❤️❤️❤️
17898299280261118,DWFHDlUj2ZX,C0648,Wish there'd been 85 at least since 1984 at latest in Iran
17963409645053982,DWFHDlUj2ZX,C0376,Guepardos 😍😍🔥
17857153116581952,DWFHDlUj2ZX,C0770,❤️😍
17844955104696571,DWFHDlUj2ZX,C0847,Amazing and informative.
18096669884006329,DWFHDlUj2ZX,C0352,Best wishes in this important event!!❤️😍😁🥰🤗😻😃❤️
18072463961551206,DWFHDlUj2ZX,C0011,❤️❤️❤️
18052616675671935,DR-SMDzDZx2,C0570,❤️❤️❤️👏
18388445185093028,DXWQDv-iRp8,C0452,When I lived there I felt exactly this… the longing to return to this piece of land … a haven of life replenishing tranquility.
18097703978001799,DWCI-u-Ee46,C0648,Wish there'd been 85 at least since 1984 at latest in Iran
18521516728076330,DWCI-u-Ee46,C0775,Interesting info. Would like to hear more about what you learn about animals in the zoos and out of them
18386829505083104,DWCI-u-Ee46,C0593,I was so excited to be part of this! Thank you so much for having me. I love everything you all do for wildlife conservation!
17938814496174607,DWCI-u-Ee46,C0011,❤️❤️❤️
18097567651996081,DVv5Vyeje89,C0913,❤️❤️❤️❤️👏👏👏👏👏👏👏👏
18046230812724484,DVv5Vyeje89,C0854,This rocks! 🙌
18104851966849870,DVv5Vyeje89,C0318,"We are very happy with partnership, @M0005! Thank you 🐾"
17902968711222508,DVv5Vyeje89,C0321,
18411195085192202,DVv5Vyeje89,C0860,👏👏👏. Great news and thanks Italy!
17874770382541848,DVv5Vyeje89,C0059,We’re so proud to support such important work! Thank you for everything you do for cheetah conservation ❤️
18070325381231130,DVv5Vyeje89,C0011,❤️❤️❤️
18069146558578101,DRwcckvjYNV,C0770,❤️🦒🦒🦒🦒
17899916172242195,DVeTYKBDDi-,C0890,🙌 beautiful how second chances can be all they need❤️
17884046688514430,DXbe6nYCnwx,C1228,"“Earth Day every day 🌍💚 Because protecting the planet can’t be a once-a-year commitment 🌱 It’s in the choices we make daily—planting more, wasting less, conserving water, and living in greater harmony with nature. Small actions, when done consistently, create lasting change 🌿✨”"
18110616595873491,DXJnfgRDJCq,C0863,amazing💯❤️👏🏼
17943472290176404,DXJnfgRDJCq,C0165,👏👏👏👏👏
18110179045872020,DXJnfgRDJCq,C0447,🙌🙌
18133804678536750,DXJnfgRDJCq,C0867,congratulations 🫶🏼👏🏼👏🏼🤩
18007966106909875,DXJnfgRDJCq,C0845,"Great achievement, congratulations!"
18578634400056915,DXJnfgRDJCq,C1151,Congratulations 🫶💪🥂🐘💚
17997422360758455,DXJnfgRDJCq,C0674,👏👏👏 So proud!
17891483424328991,DXJnfgRDJCq,C0310,👏
18101439028794837,DWHfqggD7KW,C0344,Gosh they are just stunning.
18096099880845594,DWHfqggD7KW,C0760,🐆💚
18076330169548584,DWHfqggD7KW,C1099,I can c u 👏
17862122145666886,DWHfqggD7KW,C0648,Wish there'd been 85 at least since 1984 at latest in Iran
18109452901808828,DWHfqggD7KW,C0150,So beautiful! 🤠
18103040671928909,DWHfqggD7KW,C0684,🍀
18561744457020832,DWHfqggD7KW,C0497,❤️❤️❤️
18003797051718262,DWHfqggD7KW,C1055,African cheeta
18044725745726298,DWHfqggD7KW,C1032,😍😍😍👏👏🔥🔥
17882584221472589,DWHfqggD7KW,C0170,I love all feline! Thanks for the work and dedication to preserve them. ❤️👏👏👏
17879572164395103,DWHfqggD7KW,C0198,Beautiful
17859654189565186,DWHfqggD7KW,C0011,❤️❤️❤️
17974417445849253,DWHfqggD7KW,C0478,Thank you!!!!!
18185280787370115,DWHfqggD7KW,C0441,💚💚💚
18092419102893072,DWHfqggD7KW,C0348,🧡🐾
18316081078248413,DVO3p9GDGew,C0021,❤️❤️
18140184301457198,DR5IqOsiJb_,C0158,They can really hurt each other doing this. I've seen their necks get bloodied. :(
17842276854640226,DR5IqOsiJb_,C0304,😮‍💨
18074883041194784,DR5IqOsiJb_,C0771,Auch 👏
18205674622316774,DR5IqOsiJb_,C0757,Me wrestling with my self doubt
18106598293629311,DR5IqOsiJb_,C1180,"😮 Wow, that looks so violent!"
18097808251833431,DR5IqOsiJb_,C0017,Pin krde viral h
17975513657958813,DR5IqOsiJb_,C0017,😂🙌
17996660960949629,DXtaDoijIT_,C0310,❤️
18092513936466577,DXtaDoijIT_,C0056,What about little Mimi ? ❤️
18585120370050549,DXtaDoijIT_,C0845,🐘🩶
18099447229997105,DXPE5MbDHp0,C0249,See you end of August! 😍
18096856093878805,DW9CcE-D6SX,C0372,Little beauties aren't they
18102888362510213,DW9CcE-D6SX,C0037,the
18074721341530063,DVavhOlDFHe,C0892,So is Piet officially the strongest male? Or is Amazon the strongest male?
18088642193132631,DVavhOlDFHe,C0021,❤️❤️
18011241584827494,DVavhOlDFHe,C0889,How to sign up for volunteering?
18013448561855335,DV7XJOljNi_,C0985,Voglio venire da voi
18095397764011290,DV7XJOljNi_,C0648,Wish there'd been 1985 at least since '84 at latest in Iran
17955549066080549,DV7XJOljNi_,C0525,❤️❤️❤️❤️❤️❤️❤️❤️❤️
18160666756425903,DV7XJOljNi_,C0943,😍😍😍😍😍❤️❤️❤️❤️❤️
18101365331306354,DV7XJOljNi_,C0770,❤️😍
18132015628531367,DV7XJOljNi_,C0011,❤️❤️❤️
18119960818618818,DV7XJOljNi_,C0565,멋지고. 사랑스러운. 치타. 너희들이. 너무 좋아😍😍😍😍😍
18108579670872376,DWnsHF-DQxD,C0347,My favourite wilderness 🙌🔥
18087933050591008,DXoz26sjP1a,C0948,Congratulations Mark 🔥🙌
18001439669869613,DXoz26sjP1a,C0391,Amazing Mark! ❤️👏
17994135158776896,DXoz26sjP1a,C0436,Well done must be a great feeling
17926465809101040,DXoz26sjP1a,C0310,👏
18103539466756324,DXoz26sjP1a,C0918,👏👏👏👏
17854349538619912,DUi-O5xmKYK,C0252,❤️
18102644752848107,DUi-O5xmKYK,C0774,❤️❤️❤️❤️
18335659645245877,DUi-O5xmKYK,C0590,Please don’t forget to tag or mention me as these photos are mine 😉🫶🏼
18564288016065241,DVJlhV9DD_m,C0414,😍😍❤️👏
18566070709056082,DVJlhV9DD_m,C0434,miss you Mieli🥺🥺🥺
18194789554352186,DWAqKGpkuSD,C0681,So cool! Congrats Tresia on the award for genetic work!
17941572087152453,DWAqKGpkuSD,C1160,Incredible work
18426947461188014,DWAqKGpkuSD,C0011,❤️❤️❤️
18382111924092363,DWAqKGpkuSD,C1048,Scat detection dogs are the key to the future for geneticists & researchers trying to help stabilise these populations.
18277272670303370,DSYCJfoj4ik,C0395,👏👏👏👏👏👏
18106752448894736,DWtKKg3jMKm,C0153,Volunteering for EHRA was a great experience. Thanks EHRA!
17876078538447114,DXTqzuxjCXj,C0085,Congratulations @M0018 !! Well deserved 👏
18081180158102990,DXTqzuxjCXj,C0544,Amazing 🤩 Congratulations Taiwin 👏👏👏
17886226536474299,DXTqzuxjCXj,C0484,Congratulations Taiwin!
18333849844218813,DXTqzuxjCXj,C0647,🙌👏🔥I spy..... A winner 😍
18131741725553891,DXTqzuxjCXj,C0317,This is incredible 👏👏👏
18040692449782567,DXTqzuxjCXj,C0306,Mega
18101397049772634,DXTqzuxjCXj,C0674,Congratulations @M0018 👏🎉🐘
17864579397623351,DVghGJuDbWD,C0011,❤️❤️❤️love it
17973874979845420,DVghGJuDbWD,C0728,It is the 4th title on the Big Blue Earth series published by @M0006
17967770580016823,DVghGJuDbWD,C0728,"My favorite book is “A Speedy Little Cheetah on the Big Blue Earth” written by @M0047 , illustrated by me, @C0728 , for @M0006 out of Minnesota! It will be out March 10th! We would be so honored to send you a copy! ❤️🐆"
18040062512709163,DRaPEBQjOK7,C0633,👏👏👏👏😍😍😍😍
18081820301615993,DVSdPEfDGlm,C0467,😍🙌
17938622283159910,DVSdPEfDGlm,C0160,😍
18042465065742484,DVSdPEfDGlm,C0321,😍
18047837438687820,DU0pr3KjK2K,C1130,Quad biking in Swakop was FUN 🔥
17897246505263538,DVteIrHkpr9,C0770,❤️😍
18095134534815763,DVteIrHkpr9,C0648,Wish there’d been 85 at least since 1984 at latest in Iran
17883038736369346,DVteIrHkpr9,C0684,🍀♥️
18089192924232115,DVteIrHkpr9,C0676,Aw she looks cute
17850695646641511,DVteIrHkpr9,C0321,😂
18078142496098734,DVteIrHkpr9,C0937,😍😍
18350819248239519,DVteIrHkpr9,C0011,❤️❤️❤️
18081891359587592,DVteIrHkpr9,C0348,🧡🐾
18163459849372127,DVteIrHkpr9,C1099,Go on ma
18064718000290849,DUv9CdXiIPB,C0875,So cute 🥰
17894336457225936,DRDKx7WjEV0,C0009,"(Page# 2)  It's the County of Alameda, CA on November 27, 2025 at 5:31am(pacific)."
17915271246087748,DRDKx7WjEV0,C0009,"I love giraffes, also.  Happy Thanksgiving Day in 2025,  the giraffe_conversation homepage.  This intriguing animal plays a major part in Charles Darwin evolution theory.  The giraffe with a short neck desires to reach food higher than he or she can reach.  By concentrating or desiring to reach food higher than a short neck giraffe can reach, the development of the longer neck giraffe becomes a seed to plant in female giraffes to birth long neck giraffes.  AMAZING?  Yes, it's amazing.  A follower of the giraffe_conversation homepage, Mr Pea if you are under the age of twenty-one(21) or without a girlfriend or a potential wife or a wife or just Marcus to real familiar face African American family members and my very few familiar face African American friends."
17856526128506380,DRDKx7WjEV0,C0770,❤️🦒🦒🦒
17969467247970720,DRDKx7WjEV0,C1264,TGIF 🦒🦒🦒🦒
17997189425696434,DRDKx7WjEV0,C0570,So very beautiful!! Thank you so much for all that you do. Donated. ❤️
18411882781130541,DVeHLEsEZn4,C1099,Thank u
18097491254480621,DVeHLEsEZn4,C0011,❤️❤️❤️
18073956767576134,DUk1QjjDDWR,C0274,I did this and I will never forget the wonderful experience.
18095732995786086,DUk1QjjDDWR,C0988,I miss the baboons😍
17944099863104876,DUk1QjjDDWR,C0370,I absolutely loved the baboon walk. Best experience ever🙌❤️
17947459674093232,DUk1QjjDDWR,C1013,😍😍
18088036841109726,DUk1QjjDDWR,C0486,Was the best experience ever! Abraham and Thomas are just the best as well!!! 🙌🙌
18113003344644600,DUk1QjjDDWR,C0594,Baboon walk was one of the best experiences ever❤️
18098032459934538,DUk1QjjDDWR,C0364,I loved doing this when we were  there ❤️
18071542013170013,DUk1QjjDDWR,C0779,Oh how I miss this! Definitely need to come back!
18084821261236833,DUk1QjjDDWR,C0071,I miss this place so much and I only went two years ago xx ❤️
18312365290281980,DUk1QjjDDWR,C0375,I’m so excited to have the opportunity to experience it very soon! 😍
18125611771571084,DV_Pa2ujuyN,C0279,😍😍
17857117236650779,DXbqi4PDIfu,C0187,"HERE’S THE LINK TO DONATE. 

https://www.justgiving.com/page/mark-edsell?utm_medium=FR&utm_source=WA"
18463024180101646,DXbqi4PDIfu,C0187,👏👏👏👏
18092061167235506,DXWaGU2DI8-,C0774,❤️❤️❤️❤️❤️
17859617043687399,DXWaGU2DI8-,C0703,love to see she is doing well 😍 saw her a year ago and she is so cute!
18051368555719992,DXWaGU2DI8-,C0535,😊
18418194745122704,DXWaGU2DI8-,C1036,😍😍👏
18437867827139141,DXWaGU2DI8-,C1147,❤️❤️❤️❤️❤️❤️❤️
18448062706117907,DXWaGU2DI8-,C0845,😍😍😍 Amazing news!
17930650122075981,DXWaGU2DI8-,C0418,🥺🥺🥺🤍🤍🤍
17886714372506610,DXWaGU2DI8-,C0310,❤️
17854236267646996,DXWaGU2DI8-,C0056,Prayers this little one stays strong and is here for many more years to come ❤️ 🐘
17945719353077726,DXWaGU2DI8-,C0068,🐘♥️♥️♥️
17890486467464422,DWyTxceDHN1,C0535,😊
18044950859742914,DWyTxceDHN1,C1041,Incredible ❤️
17908238352202755,DWyTxceDHN1,C1259,Great work EHRA 🤗
18069440552287594,DWyTxceDHN1,C1151,Keeping fingers crossed he keeps himself and his buddies out of trouble 💚
18095917258960014,DVZ3LZRElaC,C0595,😍😍😍
18118250836619096,DVZ3LZRElaC,C0040,❤️
18108700942743543,DVZ3LZRElaC,C0648,Wish there’d been 87 at least since 1984 at latest in Iran
17996734706744934,DVZ3LZRElaC,C0200,❤️
18364446106164316,DVZ3LZRElaC,C0011,❤️❤️❤️
18109179052685406,DVZ3LZRElaC,C0336,I bet it's going to be a cheetah! This is gonna rule 😄
18093805421069402,DVZ3LZRElaC,C0073,Your work is amazing
18061451903669671,DVZ3LZRElaC,C0073,👏👏👏❤️❤️
18570810286029743,DVZ3LZRElaC,C0770,❤️😍
18093103220323108,DVe15yLj6YW,C0943,😍😍😍😍😍😍❤️❤️❤️❤️
18089584466141534,DVe15yLj6YW,C0525,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
17963658567023532,DVe15yLj6YW,C0376,🥰🥰🥰🥰
17863077666604063,DVe15yLj6YW,C0595,😍😍😍
18144311212479018,DVe15yLj6YW,C0015,😍😍😍❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
17973917783845454,DVe15yLj6YW,C0859,❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍
18137539906496507,DVe15yLj6YW,C0848,😍
18307167082276098,DVe15yLj6YW,C0472,🐆😍❤️❤️😍🐆
17991387944946731,DVe15yLj6YW,C0265,😍😍😍
18095857870797799,DVe15yLj6YW,C0040,❤️
18086155480951736,DVe15yLj6YW,C0648,Wish there’d been 87 at least since 1984 at latest
18086076068231895,DVe15yLj6YW,C0854,Time for a cat nap 🥹❤️
18129907588469973,DVe15yLj6YW,C0200,❤️🐾🙏
18090226783887699,DVe15yLj6YW,C0003,😍😍😍
18145232557478150,DVe15yLj6YW,C1058,😻😻😻
17937101334017597,DVXZSXLDLb0,C0078,Looks great 😍
18009122714688960,DVXZSXLDLb0,C1088,Love this 🙌🙌❤️
18444301369105224,DVXZSXLDLb0,C0258,❤️❤️❤️❤️
18444783481104210,DVXZSXLDLb0,C0011,❤️❤️❤️
17870870229456605,DVXZSXLDLb0,C0338,Amazing job Callum and team! Laurie’s expression when she saw the landrover inside was priceless
17872842087545367,DVXZSXLDLb0,C0898,❤️
18106928371839194,DVXZSXLDLb0,C0557,Love this for Dr. Laurie and the goats!  Fun and stimulating for all. Bravo @M0008!!
18188495773318526,DVqtQN1Deaf,C1057,❤️❤️
18095948029803800,DVqtQN1Deaf,C0011,Love the pictures😍
17861480775610618,DVqtQN1Deaf,C0011,❤️❤️❤️
18130760944535052,DVqtQN1Deaf,C1065,We so enjoyed our visit thank you! 😍
18102526609735381,DRIGtULDGKm,C0118,How terrible!  It is wonderful that they are being moved.
18181675024348161,DRIGtULDGKm,C0048,The destruction of wildlife habitat is so sad 😢
18064707182438809,DRIGtULDGKm,C1090,Thank you for what you’re doing to save the giraffes!
17857971858554727,DRIGtULDGKm,C0291,😓😓😓😓😓
17879250240327008,DRIGtULDGKm,C1271,Thank you @M0026 for the fantastic photos!
17945666286070177,DRIGtULDGKm,C0945,So sad for the beautiful giraffe. They need their space. Thankyou for helping them.
18145572817441083,DRIGtULDGKm,C0191,Muito triste 😞. Tomara q o resgate aconteça logo..
17897607741340131,DRIGtULDGKm,C0505,👏
18046550897429727,DRIGtULDGKm,C0070,😮😮😮😮😮😮
18141677017448996,DRIGtULDGKm,C0437,"Nice Observation, 👏👏"
18085891567977304,DRIGtULDGKm,C0264,🙏🏼🙏🏼🙏🏼
18030840005744648,DRIGtULDGKm,C0570,"Thank you always for the conservation, rescuing of these beautiful creatures. ❤️❤️❤️"
18084457999998625,DRIGtULDGKm,C0944,How wonderful that you are doing this. Amazing how the giraffe seem to know that you are taking care of them.
18078913886341740,DUoHy9SjDWf,C0590,And again please don’t forget: my photos 😉
18201480250328510,DUoHy9SjDWf,C0890,❤️❤️❤️❤️ my dream to see these majestic animals up close in the wild.
18094343272821576,DVBDGWRjKFU,C0931,I miss Namibia
18427520641187423,DVBDGWRjKFU,C0021,❤️❤️
17927943177141050,DQ96W0vD9A5,C0961,👏👏🙌
18090076462912117,DQ96W0vD9A5,C1158,are they away from predators like lions ? @C1271
18078523610180734,DQ96W0vD9A5,C1031,♥️🦒🦒🦒🦒🦒🦒♥️♥️♥️😍
18430216456104222,DQ96W0vD9A5,C0759,Hi! Which brand/ units do u use?
17864592456504649,DQ96W0vD9A5,C0616,😍
18184036486347460,DQ96W0vD9A5,C0151,❤️❤️❤️
17893021230223491,DQ96W0vD9A5,C0770,❤️🦒🦒
17924612898036651,DQ96W0vD9A5,C0449,❤️❤️
17947430838026902,DQ96W0vD9A5,C0633,👏👏👏👏👏😍😍😍😍😍
18114795448567885,DQ96W0vD9A5,C0570,Wonderful to see your hard working paying off with these beauties! ❤️❤️
17893751889352807,DQpT_FHjeeA,C0570,❤️❤️❤️
18085391345588570,DWQ_vNvDHIN,C0129,Happy happy birthday to an amazing woman!!
18137035561518842,DWQ_vNvDHIN,C0406,Happy birthday Anna! ❤️
18417183301122969,DWQ_vNvDHIN,C0674,Happy birthday @M0022 🎉
17921663877274850,DWQ_vNvDHIN,C1171,Happy birthday ❤️
