n_raw_records,n_requested_profiles,n_profiles_with_retained_posts,maximum_raw_records_per_profile,n_profiles_at_maximum,n_retained_window_posts,n_series_beginning_february_or_later,window_start,window_end_inclusive
1180,21,19,100,4,920,3,2025-11-01,2026-04-30
