Post_ID,Actor_Name,Post_Format,BERTopic,functional_genre,blindspot,comment_avail,n_comments_scraped,eng_rate,pca1,pca2,pca3,pca1_bin,pca2_bin,pca3_bin,commemoration_day,live_series,hiring,pure_info
DWnyV1Wls37,N/a'an ku se Foundation,Carousel,9,coexistence_community_livelihoods,False,False,0,0.002326,1.692204342759944,1.3376089288911726,1.1535409493292526,hi,hi,hi,False,False,False,False
DWcGfdLjB95,N/a'an ku se Foundation,Carousel,9,coexistence_community_livelihoods,False,False,1,0.006708,1.121726516604102,2.177727396555184,1.1821875891230713,hi,hi,hi,False,False,False,False
DVgLvVmipRs,Namibia Youth Chamber of Environment,Image,16,education_youth,False,False,0,0.006757,-2.1218507334159535,-0.19856773152192703,0.1526035122977271,lo,mid,mid,False,False,False,False
DV1elZ8D0VV,N/a'an ku se Foundation,Video,21,wildlife_series_broadcast,False,False,0,0.001618,-0.3114791597267433,-0.06717242957284986,0.13379261658103755,mid,mid,mid,False,True,False,False
DT-JQYiimAB,Namibia Youth Chamber of Environment,Carousel,11,org_update_identity,False,False,0,0.012899,-0.9898197664263845,0.14689357903426178,-1.1954386741073415,lo,mid,lo,False,False,False,False
DUX_wPFCgIs,Namibia Youth Chamber of Environment,Carousel,-1,outlier_atypical,False,False,0,0.011057,-0.3903969105394846,0.5445180455648361,0.6588715910095791,mid,hi,hi,False,False,False,False
DT98qQrCBCZ,Namibia Nature Foundation,Image,-1,outlier_atypical,False,False,0,0.009909,-2.1218507334159535,-0.19856773152192703,0.1526035122977271,lo,mid,mid,False,False,False,False
DWMpxKqjnAZ,N/a'an ku se Foundation,Carousel,9,coexistence_community_livelihoods,False,False,1,0.005528,0.44571633140779393,0.6706143238510328,-0.20500057792855111,hi,hi,mid,False,False,False,False
DUQylVEiPWw,Namibia Nature Foundation,Carousel,-1,outlier_atypical,False,False,0,0.021801,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DV9M4tnAc73,N/a'an ku se Foundation,Carousel,9,coexistence_community_livelihoods,False,False,0,0.008933,-0.1530008921341695,1.6196424707368946,0.3702735163198675,mid,hi,hi,False,False,False,False
DV4Db60iEI4,N/a'an ku se Foundation,Carousel,7,education_youth,True,False,0,0.005023,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DUELhjJjd7D,Giraffe Conservation Foundation,Carousel,4,monitoring_conservation_tech,False,True,4,0.004237,-1.1554986212622225,1.7232531262958635,0.07183969755302698,lo,hi,mid,False,False,False,False
DTugAKuirZm,Namibia Youth Chamber of Environment,Image,-1,outlier_atypical,False,False,0,0.010442,0.19939562768036342,1.621188144563188,-1.207151410056271,mid,hi,lo,True,False,False,False
DV6hPrUj1sO,N/a'an ku se Foundation,Image,1,ecotourism_aesthetic,False,False,0,0.003438,-1.0312348291041318,0.6668729780315409,1.4763552733110583,lo,hi,hi,False,False,False,False
DUOesl5jXwq,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,True,3,0.009309,0.07163091744453173,-0.6211984862817205,-0.6515736249385015,mid,mid,lo,False,False,False,True
DT8dIW2iCC3,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,True,9,0.029338,0.30902693584984675,0.45392593889033767,-0.940171699628213,mid,mid,lo,False,False,False,False
DUbWq9sk2fR,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,True,True,4,0.007361,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DUWNHNmDsUE,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,False,1,0.003424,0.012677962701668538,0.043282923475292834,-0.8970048553405009,mid,mid,lo,False,False,False,False
DTqbkOCjdCj,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,True,8,0.01637,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DT3TiZ9DdmI,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,True,False,1,0.007104,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DTyJ9OpgXzm,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,True,True,5,0.006099,-0.5488751781320583,-1.142296854744908,0.422390691270749,mid,lo,hi,True,False,False,False
DWE0qc5Evit,N/a'an ku se Foundation,Video,11,org_update_identity,False,False,1,0.00391,1.0222012037543913,-0.17356891351157305,1.1911379197862408,hi,mid,hi,True,False,False,False
DU5v6CKCn_O,Namibia Youth Chamber of Environment,Carousel,11,org_update_identity,False,False,1,0.027027,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DWHgK_VkmUt,N/a'an ku se Foundation,Video,21,wildlife_series_broadcast,False,False,0,0.001551,2.585070763718514,2.401260479005053,1.1849950576680353,hi,hi,hi,False,True,False,False
DWI5bFigUef,N/a'an ku se Foundation,Carousel,11,org_update_identity,False,False,1,0.009169,-1.3928946396675375,0.648128701123805,0.36043777224273843,lo,hi,hi,True,False,False,False
DUoOpqdjEUM,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,False,1,0.008239,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,False
DWCWecbj-kV,N/a'an ku se Foundation,Carousel,9,coexistence_community_livelihoods,False,False,2,0.00627,-0.4471500895507758,-0.3930372262628483,-0.2364546862673337,mid,mid,lo,False,False,False,True
DUggSmvjmH0,Giraffe Conservation Foundation,Carousel,4,monitoring_conservation_tech,False,False,2,0.004494,0.8795047620056891,-0.3861925287736746,-0.9688183394220315,hi,mid,lo,False,False,False,False
DV_xrwzjCSH,N/a'an ku se Foundation,Image,7,education_youth,False,False,2,0.003202,-1.0312348291041318,0.6668729780315409,1.4763552733110583,lo,hi,hi,False,False,False,False
DV1RBwxDDEe,N/a'an ku se Foundation,Video,7,education_youth,False,False,1,0.004719,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DW4VErZEjmD,Cheetah Conservation Fund,Carousel,15,monitoring_conservation_tech,False,True,3,0.002366,-0.015130186578565033,0.343470585842195,0.0906257722933255,mid,mid,mid,False,False,False,True
DXFDkC8EZUF,Cheetah Conservation Fund,Video,15,monitoring_conservation_tech,False,True,3,0.005791,-3.769044977594873,1.531696549770659,3.689369821497497,lo,hi,hi,False,False,False,False
DXB-DjOjmZ2,Cheetah Conservation Fund,Video,15,monitoring_conservation_tech,False,True,5,0.003249,-0.023233278423989936,0.3019019627976912,-0.9377450414064981,mid,mid,lo,False,False,False,False
DXMiL7jjXgk,Cheetah Conservation Fund,Video,15,monitoring_conservation_tech,False,True,14,0.017196,1.5756512527426934,0.9704422416641244,-1.156628440524833,hi,hi,lo,False,False,False,False
DRFUHr8DPls,AfriCat Foundation,Video,13,research_dispatch,False,False,2,0.018889,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DQuKrLZDCfh,AfriCat Foundation,Carousel,5,species_spotlight_facts,False,False,2,0.00626,2.9092278861469265,2.511715832053196,0.15419758574649686,hi,hi,mid,False,False,False,False
DRkL8DrjBZz,AfriCat Foundation,Video,13,research_dispatch,False,False,1,0.015111,-1.9355643165431462,1.1880595064209154,-0.5985462155972694,lo,hi,lo,False,False,False,True
DW69EwJESBc,Cheetah Conservation Fund,Video,18,rescue_intervention,False,True,15,0.01988,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DW2bF8jjNJE,Cheetah Conservation Fund,Video,18,rescue_intervention,False,True,10,0.009428,2.042401086842906,2.941191284302163,0.22601106982802757,hi,hi,mid,False,False,False,False
DVvyBh7Csmj,Namibia Youth Chamber of Environment,Carousel,16,education_youth,False,False,0,0.026413,-2.0337325582321846,0.7704836335905099,1.1779214545442178,lo,hi,hi,False,False,False,False
DWBU3t0ilGW,Namibia Youth Chamber of Environment,Image,20,commemoration_awareness,False,False,0,0.016585,-1.4518475944104008,1.3126101108808186,0.11500654184073902,lo,hi,mid,True,False,False,True
DWD7q9hijMg,Namibia Youth Chamber of Environment,Carousel,27,research_dispatch,True,False,0,0.009214,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DVyHG_Jijrz,Namibia Youth Chamber of Environment,Carousel,16,education_youth,False,True,3,0.03317,-2.2711285766374996,-0.3046407915815484,1.4665195292339293,lo,mid,hi,False,False,False,False
DTibOjAjHCe,AfriCat Foundation,Video,32,research_dispatch,False,False,1,0.009175,1.9168361523386452,-0.9032320281274425,0.13169380807088368,hi,lo,mid,False,False,False,False
DV0so-eCkJk,Namibia Youth Chamber of Environment,Carousel,16,education_youth,False,True,9,0.031327,-5.486764565661812,3.5534391202851987,9.256422728351817,lo,hi,hi,False,False,False,False
DRhp-g_DJMg,AfriCat Foundation,Video,13,research_dispatch,False,True,6,0.014248,0.8795047620056891,-0.3861925287736746,-0.9688183394220315,hi,mid,lo,False,False,False,False
DUJVGkOjxSn,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,True,True,3,0.010293,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DVimfKujWUT,Tosco Trust,Carousel,11,org_update_identity,False,False,0,0.008641,-2.1218507334159535,-0.19856773152192703,0.1526035122977271,lo,mid,mid,False,False,False,False
DQ4iGjBjLUz,Namibia Youth Chamber of Environment,Image,-1,outlier_atypical,False,False,0,0.014128,-0.4471500895507758,-0.3930372262628483,-0.2364546862673337,mid,mid,lo,False,False,False,True
DRP35sUjLR6,Namibia Youth Chamber of Environment,Image,11,org_update_identity,False,False,0,0.012899,-0.3603889855276791,-1.3577062983867636,-0.9786540834991607,mid,lo,lo,False,False,False,False
DQ87jsuDEw5,Namibia Youth Chamber of Environment,Carousel,27,research_dispatch,True,False,0,0.016585,-1.5513729072601115,-1.038686199185939,0.1239568725039085,lo,lo,mid,False,False,False,False
DWURr-cDbzB,Tosco Trust,Image,7,education_youth,False,False,1,0.021603,-1.5513729072601115,-1.038686199185939,0.1239568725039085,lo,lo,mid,False,False,False,False
DTamIGPCnjn,Namibia Youth Chamber of Environment,Carousel,22,org_update_identity,False,False,0,0.045455,-2.1299538252613783,-0.24013635456643073,-0.8757673014020966,lo,mid,lo,False,False,True,False
DVen7U1DDSX,N/a'an ku se Foundation,Carousel,9,coexistence_community_livelihoods,False,False,0,0.003978,2.152463643118276,1.9652070617743664,0.9339939534353122,hi,hi,hi,False,False,False,False
DVl64BGCPgg,N/a'an ku se Foundation,Carousel,1,ecotourism_aesthetic,False,False,1,0.01281,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DWW44aTDSt2,Tosco Trust,Carousel,33,coexistence_community_livelihoods,False,True,3,0.016803,-0.015130186578565033,0.343470585842195,0.0906257722933255,mid,mid,mid,False,False,False,True
DWouAPSEVB9,Cheetah Conservation Fund,Video,15,monitoring_conservation_tech,False,False,2,0.004626,1.7723711829642588,0.6774590213402066,-0.9373642310832491,hi,hi,lo,False,True,False,False
DWl7H61DbCB,Cheetah Conservation Fund,Video,-1,outlier_atypical,False,True,5,0.013171,-0.9790458789239971,1.7620743297097017,2.9598136368877626,lo,hi,hi,False,True,False,False
DRj_EEGDNma,Namibia Youth Chamber of Environment,Carousel,16,education_youth,False,False,0,0.042383,-0.3903969105394846,0.5445180455648361,0.6588715910095791,mid,hi,hi,False,False,False,False
DWhFSe_Epwk,Cheetah Conservation Fund,Carousel,18,rescue_intervention,False,True,8,0.022969,1.5926790299102336,-1.0136873811755853,1.162491279992422,hi,lo,hi,False,False,False,False
DV1dpcLjf4m,Tosco Trust,Video,11,org_update_identity,False,False,0,0.017283,-1.023096370510985,3.5020561901641565,3.7857052582602697,lo,hi,hi,False,False,False,False
DWaZbb-D-L5,Cheetah Conservation Fund,Carousel,15,monitoring_conservation_tech,False,True,5,0.008986,1.8300750483155483,0.0614370439964729,0.8738932053027109,hi,mid,hi,False,False,False,False
DVqo_9BgVKV,N/a'an ku se Foundation,Image,9,coexistence_community_livelihoods,False,False,0,0.005461,1.121726516604102,2.177727396555184,1.1821875891230713,hi,hi,hi,False,False,False,False
DWsMJvfjOo5,Cheetah Conservation Fund,Video,18,rescue_intervention,False,True,14,0.009993,1.8300750483155483,0.0614370439964729,0.8738932053027109,hi,mid,hi,False,False,False,False
DVtwG76oLp5,N/a'an ku se Foundation,Image,-1,outlier_atypical,False,False,0,0.003034,0.392770422855686,1.3310309639094526,0.9743533291780603,hi,hi,hi,False,False,False,False
DVqcuKHmK2G,N/a'an ku se Foundation,Image,22,org_update_identity,False,False,1,0.001989,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,True,False
DRKInR5DE1a,Namibia Youth Chamber of Environment,Carousel,14,policy_governance,False,False,0,0.041155,-1.017627915706618,0.44708124140116395,-0.20780804647351506,lo,mid,mid,False,False,False,False
DUDf5d4DUm_,Tosco Trust,Carousel,11,org_update_identity,False,True,3,0.030245,-2.1218507334159535,-0.19856773152192703,0.1526035122977271,lo,mid,mid,False,False,False,False
DVjdARTD6tT,N/a'an ku se Foundation,Video,21,wildlife_series_broadcast,False,False,0,0.002326,0.9632482490115278,0.49091249624544026,0.9457066893842415,hi,hi,hi,False,True,False,False
DVyJnZlDMPe,N/a'an ku se Foundation,Video,7,education_youth,True,False,1,0.010686,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DVmCpq8jAER,N/a'an ku se Foundation,Video,7,education_youth,True,False,1,0.015271,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DWWv0b4kmFB,Cheetah Conservation Fund,Carousel,31,species_spotlight_facts,False,True,8,0.007945,0.9055443836602383,1.1069344735891742,-0.8655507470017184,hi,hi,lo,False,False,False,False
DReQDwTDOOM,Namibia Youth Chamber of Environment,Carousel,11,org_update_identity,False,True,3,0.054054,-0.4471500895507758,-0.3930372262628483,-0.2364546862673337,mid,mid,lo,False,False,False,True
DSvNTG6DxNi,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,False,True,5,0.013631,1.5926790299102336,-1.0136873811755853,1.162491279992422,hi,lo,hi,False,False,False,False
DVrBQE7jEWE,N/a'an ku se Foundation,Video,7,education_youth,True,True,3,0.006843,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DVwVD1GjiEL,N/a'an ku se Foundation,Carousel,7,education_youth,False,True,4,0.011124,-0.4471500895507758,-0.3930372262628483,-0.2364546862673337,mid,mid,lo,False,False,False,True
DVy5ucnCAYI,N/a'an ku se Foundation,Video,7,education_youth,True,True,3,0.009978,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DS0W5kkD2zk,Giraffe Conservation Foundation,Carousel,23,education_youth,False,False,0,0.003295,-1.0312348291041318,0.6668729780315409,1.4763552733110583,lo,hi,hi,False,False,False,False
DVthvBkjAAF,N/a'an ku se Foundation,Video,7,education_youth,True,True,3,0.010989,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DU-ncR0jTOc,Tosco Trust,Carousel,11,org_update_identity,False,True,5,0.036486,-1.8844547150106385,0.8765566936501313,-0.13599456239198435,lo,hi,mid,False,False,False,False
DS8FQVIjdpH,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,False,1,0.009972,0.30902693584984675,0.45392593889033767,-0.940171699628213,mid,mid,lo,False,False,False,False
DTGYcjdjeVp,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,False,0,0.005221,-0.015130186578565033,0.343470585842195,0.0906257722933255,mid,mid,mid,False,False,False,False
DS-qEVPADma,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,True,True,9,0.03732,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DTBO21Djf01,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,True,False,1,0.006869,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DTgIY48D2Bx,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,False,1,0.001284,-0.2525262049838802,-0.7316538393298634,0.3792238469830369,mid,mid,hi,False,False,False,False
DTYZ__3jMEy,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,True,4,0.006249,0.8795047620056891,-0.3861925287736746,-0.9688183394220315,hi,mid,lo,False,False,False,False
DTOG1rZj1Wf,Giraffe Conservation Foundation,Carousel,4,monitoring_conservation_tech,False,True,5,0.012561,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,False
DT8Hxp4DMQV,AfriCat Foundation,Carousel,13,research_dispatch,False,False,0,0.005343,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,False
DTTQcXSDwcQ,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,True,True,5,0.010528,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DTlR_2oEp9y,Giraffe Conservation Foundation,Video,8,weekly_ritual_filler,True,True,5,0.017333,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DU59lkXjDeX,AfriCat Foundation,Video,32,research_dispatch,False,False,0,0.004425,0.8795047620056891,-0.3861925287736746,-0.9688183394220315,hi,mid,lo,False,False,False,False
DUlV2iNCOB0,AfriCat Foundation,Video,13,research_dispatch,False,True,4,0.016623,0.7416340564500846,0.8899793561210247,-0.6891705953954896,hi,hi,lo,False,False,False,False
DUGbxzVDE1m,AfriCat Foundation,Video,5,species_spotlight_facts,False,False,0,0.010686,1.1495346658843353,1.877539734188283,0.19455696148924487,hi,hi,mid,False,False,False,False
DSGA6a6gTQ3,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,False,0,0.00826,1.7723711829642588,0.6774590213402066,-0.9373642310832491,hi,hi,lo,False,False,False,False
DVJlhV9DD_m,N/a'an ku se Foundation,Video,7,education_youth,False,False,2,0.005056,-1.2550239341119331,-0.6280431837708944,0.0807900282161964,lo,mid,mid,False,False,False,False
DWOuG89jwy0,Cheetah Conservation Fund,Carousel,23,education_youth,False,False,0,0.003037,-1.1390976096479308,0.040820518974640424,0.11847734282886073,lo,mid,mid,False,False,False,False
DVWk_muDRUJ,N/a'an ku se Foundation,Carousel,26,rescue_intervention,False,False,2,0.008461,0.8275773191874953,0.1650476995554419,0.5754593865358703,hi,mid,hi,False,False,False,False
DVCCqirFE2-,N/a'an ku se Foundation,Image,-1,outlier_atypical,False,False,0,0.002495,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,True,False,False
DVBDGWRjKFU,N/a'an ku se Foundation,Video,7,education_youth,False,False,2,0.004854,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DVeTYKBDDi-,N/a'an ku se Foundation,Carousel,26,rescue_intervention,False,False,1,0.004281,1.8300750483155483,0.0614370439964729,0.8738932053027109,hi,mid,hi,False,False,False,False
DRwcckvjYNV,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,False,1,0.012176,-0.015130186578565033,0.343470585842195,0.0906257722933255,mid,mid,mid,False,False,False,False
DR5IqOsiJb_,Giraffe Conservation Foundation,Video,8,weekly_ritual_filler,False,True,7,0.011085,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,True
DVZeWt7AodX,N/a'an ku se Foundation,Carousel,5,species_spotlight_facts,False,False,1,0.004214,2.3387500599910838,3.3518342997172086,0.1828442255403155,hi,hi,mid,False,False,False,False
DV99gHxDCdy,Cheetah Conservation Fund,Video,-1,outlier_atypical,False,True,3,0.009057,-0.5488751781320583,-1.142296854744908,0.422390691270749,mid,lo,hi,False,True,False,False
DVZJxG8gdBv,N/a'an ku se Foundation,Carousel,26,rescue_intervention,False,False,2,0.003169,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DVHILyij3Ej,N/a'an ku se Foundation,Carousel,23,education_youth,False,False,0,0.004618,0.1800809156163576,-0.2956004220991762,0.6302249512157605,mid,mid,hi,False,False,False,False
DRz_BrsjG0U,Giraffe Conservation Foundation,Carousel,4,monitoring_conservation_tech,False,False,1,0.00413,-3.0645124443553318,2.443631462928685,-5.600388599249816,lo,hi,lo,False,False,False,False
DSiVUl0gTF5,Giraffe Conservation Foundation,Carousel,4,monitoring_conservation_tech,False,False,0,0.004494,0.012677962701668538,0.043282923475292834,-0.8970048553405009,mid,mid,lo,False,False,False,False
DSQTzsPDRJ6,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,True,3,0.01132,0.012677962701668538,0.043282923475292834,-0.8970048553405009,mid,mid,lo,False,False,False,False
DSdLvtCiO9N,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,True,False,0,0.00734,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DVT5VGnDVSk,N/a'an ku se Foundation,Carousel,26,rescue_intervention,False,True,5,0.014158,2.1542321707439602,0.17189239704461579,-0.15690426661882792,hi,mid,mid,False,False,False,False
DSqDr_mAgXH,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,True,4,0.015514,-0.015130186578565033,0.343470585842195,0.0906257722933255,mid,mid,mid,False,False,False,False
DSLMZorAZyc,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,True,False,1,0.006655,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DVv5Vyeje89,Cheetah Conservation Fund,Video,15,monitoring_conservation_tech,False,True,7,0.003319,-0.023233278423989936,0.3019019627976912,-0.9377450414064981,mid,mid,lo,False,False,False,False
DR-SMDzDZx2,Giraffe Conservation Foundation,Carousel,4,monitoring_conservation_tech,False,False,1,0.001691,-1.0312348291041318,0.6668729780315409,1.4763552733110583,lo,hi,hi,False,False,False,False
DSYCJfoj4ik,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,False,1,0.006826,0.9055443836602383,1.1069344735891742,-0.8655507470017184,hi,hi,lo,False,False,False,False
DVavhOlDFHe,N/a'an ku se Foundation,Video,7,education_youth,False,True,3,0.009641,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DRsQo-BARQL,Giraffe Conservation Foundation,Image,4,monitoring_conservation_tech,False,True,11,0.029467,1.5926790299102336,-1.0136873811755853,1.162491279992422,hi,lo,hi,False,False,False,False
DXtaDoijIT_,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,True,3,0.010491,2.4855454508688033,0.04996416893829583,1.1939453883312048,hi,mid,hi,False,False,False,False
DVO3p9GDGew,N/a'an ku se Foundation,Video,5,species_spotlight_facts,False,False,1,0.009068,0.8795047620056891,-0.3861925287736746,-0.9688183394220315,hi,mid,lo,False,False,False,False
DWAqKGpkuSD,Cheetah Conservation Fund,Carousel,15,monitoring_conservation_tech,False,True,4,0.005032,1.7723711829642588,0.6774590213402066,-0.9373642310832491,hi,hi,lo,False,False,False,False
DWFHDlUj2ZX,Cheetah Conservation Fund,Video,31,species_spotlight_facts,False,True,7,0.00881,1.7723711829642588,0.6774590213402066,-0.9373642310832491,hi,hi,lo,False,False,False,False
DV7XJOljNi_,Cheetah Conservation Fund,Video,18,rescue_intervention,False,True,7,0.015024,1.4482140605358471,0.5670036682920638,0.09343324083828944,hi,hi,mid,False,False,False,False
DWCI-u-Ee46,Cheetah Conservation Fund,Video,-1,outlier_atypical,False,True,4,0.00369,-0.5488751781320583,-1.142296854744908,0.422390691270749,mid,lo,hi,False,True,False,False
DXJ6PfWFpCF,Ongava Game Reserve,Carousel,2,ecotourism_aesthetic,False,False,0,0.007733,-1.5513729072601115,-1.038686199185939,0.1239568725039085,lo,lo,mid,False,False,False,False
DXUHBZnltwo,Ongava Game Reserve,Carousel,2,ecotourism_aesthetic,False,False,0,0.004921,-1.5513729072601115,-1.038686199185939,0.1239568725039085,lo,lo,mid,False,False,False,False
DWHfqggD7KW,Cheetah Conservation Fund,Carousel,15,monitoring_conservation_tech,False,True,15,0.029572,0.6233124388071495,2.316127333623727,-1.9084417651954355,hi,hi,lo,True,False,False,False
DXMYTYjlr_q,Ongava Game Reserve,Image,2,ecotourism_aesthetic,False,False,0,0.007293,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DXQx2jFFrjg,Ongava Game Reserve,Carousel,2,ecotourism_aesthetic,False,False,1,0.00536,1.5926790299102336,-1.0136873811755853,1.162491279992422,hi,lo,hi,False,False,False,False
DXG8IUMDeZj,Ongava Game Reserve,Video,2,ecotourism_aesthetic,False,True,6,0.033743,-1.8336048521132,0.1705066608486142,-0.9189341456898086,lo,mid,lo,False,False,False,False
DXEcMZZDgY7,Ongava Game Reserve,Carousel,0,coexistence_community_livelihoods,False,False,0,0.005185,0.4174769340216728,0.779524003072882,0.34162687652604884,hi,hi,mid,False,False,False,False
DXO2QOUln2I,Ongava Game Reserve,Carousel,2,ecotourism_aesthetic,False,False,1,0.01116,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DW9CcE-D6SX,Ongava Game Reserve,Video,26,rescue_intervention,True,False,2,0.004218,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DXWQDv-iRp8,Ongava Game Reserve,Video,2,ecotourism_aesthetic,True,False,1,0.008084,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DXJnfgRDJCq,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,True,8,0.012608,0.06152492212475906,2.8973600294578867,-0.927503666029729,mid,hi,lo,False,False,False,False
DWgtt_SgXiB,Ongava Game Reserve,Video,2,ecotourism_aesthetic,True,False,0,0.002548,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DWWoOTkjmc6,Ongava Game Reserve,Image,2,ecotourism_aesthetic,True,False,0,0.004042,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DW0itq8DiiZ,Ongava Game Reserve,Carousel,2,ecotourism_aesthetic,True,False,0,0.005624,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DWnsHF-DQxD,Ongava Game Reserve,Video,2,ecotourism_aesthetic,False,False,1,0.008348,-1.2550239341119331,-0.6280431837708944,0.0807900282161964,lo,mid,mid,False,False,False,False
DUtRbGeCDvW,N/a'an ku se Foundation,Video,21,wildlife_series_broadcast,False,False,0,0.001753,1.7182439644144933,2.8307359312540203,1.256808541749566,hi,hi,hi,False,True,False,True
DXWUuVLiluH,Namibia Nature Foundation,Image,5,species_spotlight_facts,False,False,0,0.004247,-2.171646023396762,3.5072830130425663,-5.568934490911032,lo,hi,lo,False,False,False,False
DXLyjUAjZ73,Namibia Nature Foundation,Image,-1,outlier_atypical,False,False,0,0.005946,-1.8844547150106385,0.8765566936501313,-0.13599456239198435,lo,hi,mid,False,False,False,False
DWELR2UDkdM,Ongava Game Reserve,Carousel,2,ecotourism_aesthetic,False,False,0,0.0058,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DXPE5MbDHp0,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,False,1,0.010123,0.16305313844881755,1.6885292007405337,-1.6888947693014948,mid,hi,lo,False,False,False,False
