Post_ID,Actor_Name,Post_Format,BERTopic,functional_genre,blindspot,comment_avail,n_comments_scraped,eng_rate,pca1,pca2,pca3,pca1_bin,pca2_bin,pca3_bin,commemoration_day,live_series,hiring,pure_info
DVMf89JiGPo,Ministry of Environment Forestry & Tourism,Carousel,-1,outlier_atypical,False,False,0,0.006183,-0.22471805570364656,-1.031841501696765,-0.6084067806507895,mid,lo,lo,False,False,False,False
DVX_zeIiLj_,Ministry of Environment Forestry & Tourism,Carousel,29,policy_governance,False,False,0,0.02136,-2.1299538252613783,-0.24013635456643073,-0.8757673014020966,lo,mid,lo,False,False,False,False
DVYAZe_iKyK,Ministry of Environment Forestry & Tourism,Image,-1,outlier_atypical,False,False,0,0.007589,-1.5513729072601115,-1.038686199185939,0.1239568725039085,lo,lo,mid,False,False,False,False
DUHugIJCJJQ,Ministry of Environment Forestry & Tourism,Carousel,24,policy_governance,False,False,0,0.009556,-0.8900600777280103,0.7313774150466587,-0.8659315573249674,lo,hi,lo,False,False,False,False
DVO6X1fiLN9,Ministry of Environment Forestry & Tourism,Carousel,30,policy_governance,False,False,0,0.014896,-0.796377191857146,1.3011372358226416,0.4350587248692331,lo,hi,hi,False,False,False,False
DVMfs3aCDL-,Ministry of Environment Forestry & Tourism,Carousel,24,policy_governance,False,False,0,0.007026,-1.1274560961333255,-0.34374701012539977,-0.577333482635256,lo,mid,lo,False,False,False,False
DVRF9_RCMyN,Ministry of Environment Forestry & Tourism,Carousel,30,policy_governance,False,False,0,0.005621,-0.26062929682930497,-0.7732224623743671,-0.6491469667167866,mid,mid,lo,False,False,False,False
DVO6lljjpkF,Ministry of Environment Forestry & Tourism,Image,29,policy_governance,False,False,0,0.001405,-2.1299538252613783,-0.24013635456643073,-0.8757673014020966,lo,mid,lo,False,False,False,False
DWtXeL1ipwh,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.019528,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DUYGVM-iN_6,Ministry of Environment Forestry & Tourism,Image,30,policy_governance,False,False,0,0.002248,-0.796377191857146,1.3011372358226416,0.4350587248692331,lo,hi,hi,False,False,False,False
DW3qjZfjcDh,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.017597,1.8561146699700983,1.5545640463593218,0.9771607977230242,hi,hi,hi,False,False,False,False
DWoNzCxChJd,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.015432,-0.6585064863015415,0.02496535092794216,0.1554109808426911,mid,mid,mid,False,False,False,False
DW8ZEQcGmuw,Ocean Conservation Namibia,Image,10,coexistence_community_livelihoods,False,True,9,0.001889,-1.570169212053336,2.7387580883835208,-1.1042646279592068,lo,hi,lo,False,False,False,False
DW1FxNZDbnS,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.906209,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DW6Pc5tFHYE,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.01528,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DWqyl7vlIzO,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.016624,1.8561146699700983,1.5545640463593218,0.9771607977230242,hi,hi,hi,False,False,False,False
DRCT53DAXcY,Gobabeb Research & Training Centre,Carousel,12,research_dispatch,False,False,1,0.059353,-0.3603889855276791,-1.3577062983867636,-0.9786540834991607,mid,lo,lo,False,False,False,False
DS1zuecDLC0,Elephant Human Relations Aid,Video,-1,outlier_atypical,False,True,4,0.012976,-1.601125437631947,1.2065370508211972,1.4289225587769412,lo,hi,hi,False,False,False,False
DRl7hUtgW--,Harnas Wildlife Foundation,Image,1,ecotourism_aesthetic,False,False,0,0.002421,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DR9lkQmjMsq,Elephant Human Relations Aid,Carousel,5,species_spotlight_facts,True,False,0,0.010583,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DRmBxuCjPTR,Elephant Human Relations Aid,Video,1,ecotourism_aesthetic,True,True,3,0.047119,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DRtp4TYlAGG,Harnas Wildlife Foundation,Image,1,ecotourism_aesthetic,True,False,0,0.001448,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DSErGl1jPiD,Elephant Human Relations Aid,Image,0,coexistence_community_livelihoods,False,True,3,0.020983,1.2595972221597065,0.9015555116604851,0.9025398450965296,hi,hi,hi,False,False,False,False
DV8HsvgjHW4,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.024165,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DSKdhqgDD_b,Elephant Human Relations Aid,Carousel,-1,outlier_atypical,False,False,0,0.004694,-1.601125437631947,1.2065370508211972,1.4289225587769412,lo,hi,hi,False,False,False,False
DVsocbBDE-3,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.019148,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DSE1KUcjrcu,Harnas Wildlife Foundation,Carousel,9,coexistence_community_livelihoods,False,False,0,0.002172,-0.2525262049838802,-0.7316538393298634,0.3792238469830369,mid,mid,hi,False,False,False,False
DV3SrNtD80c,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.01249,1.4830477217407498,0.15357482449726484,0.8955115695643644,hi,mid,hi,False,False,False,False
DR4b_cPjF6A,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,True,3,0.004417,-0.8900600777280103,0.7313774150466587,-0.8659315573249674,lo,hi,lo,False,False,False,False
DV53hf2Eop2,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.011379,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DRR08Jyiog6,Namibia Nature Foundation,Carousel,33,coexistence_community_livelihoods,False,False,1,0.007928,-0.4471500895507758,-0.3930372262628483,-0.2364546862673337,mid,mid,lo,False,False,False,False
DSAKbvCjEN5,Elephant Human Relations Aid,Image,0,coexistence_community_livelihoods,False,True,5,0.018866,-0.7015738851236311,0.5159679714048029,-2.2669763320948775,lo,hi,lo,False,False,False,False
DR39HtJgmv4,Harnas Wildlife Foundation,Carousel,1,ecotourism_aesthetic,True,False,2,0.004616,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DWEKr45jLWk,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.012351,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DRzSbhZDEfq,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,False,2,0.01905,-0.3114791597267433,-0.06717242957284986,0.13379261658103755,mid,mid,mid,False,False,False,False
DWL5GC_FZ3M,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.028401,2.4855454508688033,0.04996416893829583,1.1939453883312048,hi,mid,hi,False,False,False,False
DW80StjCdhc,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.005038,-0.5488751781320583,-1.142296854744908,0.422390691270749,mid,lo,hi,False,False,False,False
DV_BFLlAtic,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.010161,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DSE4c6ujAu3,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,False,0,0.003681,-0.7590051494939134,1.3285685594088001,1.989835527347422,lo,hi,hi,False,False,False,False
DWGc_DrGmla,Ocean Conservation Namibia,Carousel,10,coexistence_community_livelihoods,False,True,8,0.001509,-1.2550239341119331,-0.6280431837708944,0.0807900282161964,lo,mid,mid,False,False,False,False
DR1YTLCDIz2,Harnas Wildlife Foundation,Carousel,31,species_spotlight_facts,False,True,4,0.011653,-0.5850207951063802,0.883134658631851,0.04319305775920833,mid,hi,mid,False,False,False,False
DWGve9tjlkE,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.011582,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DSkSa6hET9N,Gobabeb Research & Training Centre,Carousel,0,coexistence_community_livelihoods,False,False,0,0.057554,-1.2550239341119331,-0.6280431837708944,0.0807900282161964,lo,mid,mid,False,False,False,False
DRhQzupjAyP,Elephant Human Relations Aid,Image,0,coexistence_community_livelihoods,False,False,2,0.013436,1.3174851168715378,-0.7792482037136156,-0.1296499290617648,hi,mid,mid,False,False,False,False
DWOcsnUDIpz,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.006264,0.5553476395772773,-0.4966478818218173,0.06197913249950685,hi,mid,mid,False,False,False,False
DV8cRb7k5JC,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.025476,1.5926790299102336,-1.0136873811755853,1.162491279992422,hi,lo,hi,False,False,False,False
DSdJz7fCF4Q,Ministry of Environment Forestry & Tourism,Image,14,policy_governance,False,False,0,0.009275,-1.1554986212622225,1.7232531262958635,0.07183969755302698,lo,hi,mid,False,False,False,False
DSnBI6rCHzY,Ministry of Environment Forestry & Tourism,Carousel,29,policy_governance,False,False,0,0.032884,0.30092384400442185,0.41235731584583385,-1.968542513328037,mid,mid,lo,False,False,False,False
DWJUQOwkd-V,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.012478,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DSn2EjJiBve,Ministry of Environment Forestry & Tourism,Image,29,policy_governance,False,False,0,0.009556,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DSS-iu4jtyt,Ministry of Environment Forestry & Tourism,Carousel,14,policy_governance,False,False,0,0.014334,-1.1554986212622225,1.7232531262958635,0.07183969755302698,lo,hi,mid,False,False,False,False
DTQjJL5iIl2,Ministry of Environment Forestry & Tourism,Image,-1,outlier_atypical,False,False,0,0.010961,-2.0223254205662426,2.152728578544831,0.14365318163455768,lo,hi,mid,False,False,False,False
DTzjeUjCAPj,Ministry of Environment Forestry & Tourism,Image,6,policy_governance,False,False,0,0.017144,-1.5513729072601115,-1.038686199185939,0.1239568725039085,lo,lo,mid,False,False,False,False
DTrvR10CNL6,Ministry of Environment Forestry & Tourism,Carousel,-1,outlier_atypical,False,False,0,0.025295,-0.1530008921341695,1.6196424707368946,0.3702735163198675,mid,hi,hi,False,False,False,False
DWjhZ4BOz6Q,AfriCat Foundation,Video,25,research_dispatch,False,True,3,0.009337,0.8795047620056891,-0.3861925287736746,-0.9688183394220315,hi,mid,lo,False,False,False,False
DVqBtGKjNAj,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.028781,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DW9k7GUDah6,Giraffe Conservation Foundation,Image,8,weekly_ritual_filler,True,True,5,0.009159,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DT5hZMKCC1d,Ministry of Environment Forestry & Tourism,Image,-99,outlier_atypical,False,False,0,0.016863,-1.5513729072601115,-1.038686199185939,0.1239568725039085,lo,lo,mid,False,False,False,False
DT_tR4nCL1l,Ministry of Environment Forestry & Tourism,Carousel,14,policy_governance,False,False,0,0.006745,-0.7055421884808872,3.9113193177192507,-0.5261830651658241,lo,hi,lo,False,False,False,False
DT5U_tKCLTG,Ministry of Environment Forestry & Tourism,Carousel,-1,outlier_atypical,False,False,0,0.011523,-1.8336048521132,0.1705066608486142,-0.9189341456898086,lo,mid,lo,False,False,False,False
DXE-OgWjDbf,AfriCat Foundation,Video,13,research_dispatch,False,True,3,0.015219,1.7723711829642588,0.6774590213402066,-0.9373642310832491,hi,hi,lo,False,False,False,False
DVisU9BDETE,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.010457,1.210818042130532,-0.5081207568799943,0.3820313155280009,hi,mid,hi,False,False,False,False
DRmJOstCBKD,Gobabeb Research & Training Centre,Image,-99,outlier_atypical,False,False,0,0.038669,-1.2272157848316996,-0.9282308461377964,-0.9068405994176301,lo,lo,lo,False,False,False,False
DV0MHPLDsfO,Harnas Wildlife Foundation,Carousel,1,ecotourism_aesthetic,False,False,0,0.00181,0.5553476395772773,-0.4966478818218173,0.06197913249950685,hi,mid,mid,False,False,False,False
DVlRHoTjUBR,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.011032,2.722941469274119,1.1250885941103543,0.9053473136414936,hi,hi,hi,False,False,False,False
DUqU3urCOlq,Namibia Nature Foundation,Video,-1,outlier_atypical,False,False,0,0.018969,-0.8313414988338106,1.8337084793440064,-0.9589577743685116,lo,hi,lo,False,False,False,False
DUUz0iRDln7,Harnas Wildlife Foundation,Carousel,1,ecotourism_aesthetic,False,False,2,0.002715,0.5553476395772773,-0.4966478818218173,0.06197913249950685,hi,mid,mid,False,False,False,False
DVn1_0tkheU,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.406898,1.7182439644144933,2.8307359312540203,1.256808541749566,hi,hi,hi,False,False,False,False
DWboxZriOr5,Environmental Investment Fund,Carousel,14,policy_governance,False,False,0,0.010133,-2.6009063385675097,2.951278423164339,-0.8560709922714473,lo,hi,lo,False,False,False,False
DQt-tMODDgV,Elephant Human Relations Aid,Image,0,coexistence_community_livelihoods,False,False,0,0.008927,0.3669148305616783,-1.2268777764837626,-1.9723614737865074,hi,lo,lo,False,False,False,False
DQ9Ck7CiNTM,Elephant Human Relations Aid,Image,0,coexistence_community_livelihoods,False,False,0,0.008927,-0.3603889855276791,-1.3577062983867636,-0.9786540834991607,mid,lo,lo,False,False,False,False
DSB_StyiP9N,Ministry of Environment Forestry & Tourism,Carousel,14,policy_governance,False,False,1,0.01068,0.5813872612318266,0.9964791205410312,0.16524672491982015,hi,hi,mid,False,False,False,False
DQ_nfCKDKZ8,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,False,2,0.01132,1.0120952084346186,3.344989602228035,0.9152078786950136,hi,hi,hi,False,False,False,False
DRHaAmiDJXM,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,True,False,0,0.009019,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DQrZ7TJDHjS,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,False,0,0.026505,0.8795047620056891,-0.3861925287736746,-0.9688183394220315,hi,mid,lo,False,False,False,False
DSqGNSaDeGo,Environmental Investment Fund,Image,14,policy_governance,True,False,1,0.003167,-1.5513729072601115,-1.038686199185939,0.1239568725039085,lo,lo,mid,False,False,False,False
DQoxtvHiEiB,Ministry of Environment Forestry & Tourism,Carousel,-1,outlier_atypical,False,False,0,0.014053,-0.9898197664263845,0.14689357903426178,-1.1954386741073415,lo,mid,lo,False,False,False,False
DSHY-RICNI1,Ministry of Environment Forestry & Tourism,Carousel,14,policy_governance,False,False,0,0.012929,-2.1218507334159535,-0.19856773152192703,0.1526035122977271,lo,mid,mid,False,False,False,False
DRzUzfEiDhG,Ministry of Environment Forestry & Tourism,Carousel,-1,outlier_atypical,False,False,0,0.01068,-1.8057967028329667,-0.12968100151828788,-1.9065647733236353,lo,mid,lo,False,False,False,False
DRZYCRciGff,Ministry of Environment Forestry & Tourism,Carousel,33,coexistence_community_livelihoods,False,False,0,0.010961,-0.8412131183049198,3.5854545210292526,-0.8964303680141954,lo,hi,lo,True,False,False,False
DRzjbHoCBJj,Ministry of Environment Forestry & Tourism,Carousel,-1,outlier_atypical,False,False,0,0.015458,0.478350216881125,1.8592221616409317,1.246972797672437,hi,hi,hi,False,False,False,False
DUneNtoiFmf,Environmental Investment Fund,Carousel,6,policy_governance,True,False,1,0.0133,-1.5513729072601115,-1.038686199185939,0.1239568725039085,lo,lo,mid,False,False,False,False
DWjEaq3iB7e,Ministry of Environment Forestry & Tourism,Carousel,6,policy_governance,True,False,0,0.00787,-1.5513729072601115,-1.038686199185939,0.1239568725039085,lo,lo,mid,False,False,False,False
DT16QUUjpHs,Harnas Wildlife Foundation,Image,1,ecotourism_aesthetic,True,True,4,0.003055,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DTw-cDsjg1M,Harnas Wildlife Foundation,Image,5,species_spotlight_facts,False,False,2,0.004118,1.8300750483155483,0.0614370439964729,0.8738932053027109,hi,mid,hi,False,False,False,False
DRCDcjeiPo8,Ministry of Environment Forestry & Tourism,Carousel,14,policy_governance,False,False,0,0.009556,-0.7055421884808872,3.9113193177192507,-0.5261830651658241,lo,hi,lo,False,False,False,False
DVbS9aUDhBA,Gobabeb Research & Training Centre,Carousel,17,research_dispatch,False,False,0,0.044964,0.642108743600374,-1.4613169539457325,-0.6802202647323201,hi,lo,lo,False,False,False,False
DRM2T3YjOAm,Elephant Human Relations Aid,Image,0,coexistence_community_livelihoods,False,False,1,0.016381,0.04275770813326639,-1.3373331295319055,-0.9415640018649687,mid,lo,lo,False,False,False,False
DVJYXnKjRBg,AfriCat Foundation,Video,32,research_dispatch,False,False,0,0.01074,1.9168361523386452,-0.9032320281274425,0.13169380807088368,hi,lo,mid,True,False,False,False
DRpNNWuiEbq,Ministry of Environment Forestry & Tourism,Carousel,-1,outlier_atypical,False,False,0,0.010399,-0.8412131183049198,3.5854545210292526,-0.8964303680141954,lo,hi,lo,False,False,False,False
DQ_CaSgikVa,Namibia Nature Foundation,Carousel,14,policy_governance,False,False,0,0.012741,0.19129253583493874,1.5796195215186843,-2.235522223756095,mid,hi,lo,False,False,False,False
DWY0epAiNPH,Ministry of Environment Forestry & Tourism,Carousel,8,weekly_ritual_filler,False,False,0,0.013772,-1.2550239341119331,-0.6280431837708944,0.0807900282161964,lo,mid,mid,False,False,False,False
DQg1hw9iKpD,Gobabeb Research & Training Centre,Image,12,research_dispatch,False,False,0,0.024281,-0.3603889855276791,-1.3577062983867636,-0.9786540834991607,mid,lo,lo,False,False,False,False
DXEHsmhjlft,Save the Rhino Trust Namibia,Carousel,5,species_spotlight_facts,False,False,0,0.002658,-0.7070777066757199,0.7773283310796837,0.4455578013895199,lo,hi,hi,False,False,False,False
DS7ycYNDEFD,AfriCat Foundation,Video,13,research_dispatch,False,False,0,0.003832,-0.2695539821514203,1.2524757835098466,-1.9398958735342184,mid,hi,lo,False,False,False,False
DVqBEnpiMbf,Ministry of Environment Forestry & Tourism,Carousel,30,policy_governance,False,False,0,0.007307,0.3179516211719621,-1.5717723069938754,0.3505772071892183,mid,lo,mid,False,False,False,False
DQ1RoI8DCa2,Elephant Human Relations Aid,Video,0,coexistence_community_livelihoods,False,False,0,0.013897,1.8300750483155483,0.0614370439964729,0.8738932053027109,hi,mid,hi,False,False,False,False
DT5BcGpDCOg,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,False,1,0.007362,-0.12476149474804843,1.510732791515045,-0.17635393813473246,mid,hi,mid,False,False,False,False
DUI6f7uiG8n,Ministry of Environment Forestry & Tourism,Carousel,24,policy_governance,False,False,0,0.007589,-0.023233278423989936,0.3019019627976912,-0.9377450414064981,mid,mid,lo,False,False,False,False
DQwlJwfDWbc,Gobabeb Research & Training Centre,Carousel,12,research_dispatch,False,False,0,0.038669,-0.3603889855276791,-1.3577062983867636,-0.9786540834991607,mid,lo,lo,False,False,False,False
DRe4M-aDIWa,Elephant Human Relations Aid,Image,0,coexistence_community_livelihoods,False,False,0,0.007731,-0.015130186578565033,0.343470585842195,0.0906257722933255,mid,mid,mid,False,False,False,False
DWyg-oLjGQN,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.01367,2.3476747453131988,1.3261360538329954,1.4735931323577467,hi,hi,hi,False,False,False,False
DWv8LJvlSEd,Ocean Conservation Namibia,Video,3,rescue_intervention,False,True,15,0.023248,2.4855454508688033,0.04996416893829583,1.1939453883312048,hi,mid,hi,False,False,False,False
DQoS5CdDHLo,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,False,2,0.008743,2.144360551272851,1.9236384387298626,-0.09437686026451166,hi,hi,mid,False,False,False,False
DXuVGWBCGa5,Namibia Nature Foundation,Carousel,-1,outlier_atypical,False,False,0,0.011891,-2.1218507334159535,-0.19856773152192703,0.1526035122977271,lo,mid,mid,False,False,False,False
DUhrzlZjphA,Harnas Wildlife Foundation,Carousel,9,coexistence_community_livelihoods,False,False,0,0.00181,-0.015130186578565033,0.343470585842195,0.0906257722933255,mid,mid,mid,False,False,False,False
DQ6Ud-djNHm,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,False,2,0.017118,0.07163091744453173,-0.6211984862817205,-0.6515736249385015,mid,mid,lo,False,False,False,False
DSZ41IKiPsl,Ministry of Environment Forestry & Tourism,Carousel,-1,outlier_atypical,False,False,0,0.007026,-2.859611295931646,3.5252039601800265,3.954729284622773,lo,hi,hi,False,False,False,False
DRwohMGDDYj,Elephant Human Relations Aid,Carousel,1,ecotourism_aesthetic,False,True,3,0.015553,-0.6845461079560908,-1.4681616514349065,0.0521433884223778,lo,lo,mid,False,False,False,False
DUDieQziKe2,Ministry of Environment Forestry & Tourism,Image,-99,outlier_atypical,True,False,0,0.008432,-1.5513729072601115,-1.038686199185939,0.1239568725039085,lo,lo,mid,False,False,False,False
DRRgrmyjLcD,Elephant Human Relations Aid,Carousel,0,coexistence_community_livelihoods,False,False,2,0.013436,-0.3114791597267433,-0.06717242957284986,0.13379261658103755,mid,mid,mid,False,False,False,False
DS9vxx7jGRU,Elephant Human Relations Aid,Image,0,coexistence_community_livelihoods,False,False,2,0.01316,-1.1193530042879007,-0.30217838708089606,0.4510373310645676,lo,mid,hi,False,False,False,False
DRpNB6jiCEl,Tosco Trust,Carousel,-1,outlier_atypical,False,False,0,0.018723,-0.7033424127493154,2.3092826361345535,-1.1760781120407375,lo,hi,lo,False,False,False,False
