Post_ID,src_org,place,place_type,source
DXb98OkiLtY,ministry_of_environment_nam,Namibia,country,gazetteer
DWerOqzAbIP,giraffe_conservation,Namibia,country,gazetteer
DRSKePSDN6A,africat_foundation,Okonjima,place,gazetteer
DRSKePSDN6A,africat_foundation,Namibia,country,gazetteer
DWzDJHOkk7W,ccfcheetah,Namibia,country,gazetteer
DTw3Yjzim57,namyouthchamber,Namibia,country,gazetteer
DTw3Yjzim57,namyouthchamber,South Africa,country,gazetteer
DWn68aHCAaP,ministry_of_environment_nam,Kavango,region,gazetteer
DUm1Xg9Dmf3,harnaswildlifefoundation,Omaheke,region,gazetteer
DUm1Xg9Dmf3,harnaswildlifefoundation,Namibia,country,gazetteer
DW3WDZWiA6v,ministry_of_environment_nam,Dorob,park,gazetteer
DW3WDZWiA6v,ministry_of_environment_nam,Swakopmund,town,gazetteer
DW3Jis6CDlb,ministry_of_environment_nam,Namibia,country,gazetteer
DW3WLwbiIzy,ministry_of_environment_nam,Windhoek,town,gazetteer
DW4f5mjjpGm,ministry_of_environment_nam,Walvis Bay,town,gazetteer
DWoNu2YiMLw,ministry_of_environment_nam,Windhoek,town,gazetteer
DWhVFUtDubq,ministry_of_environment_nam,Namibia,country,gazetteer
DUdtwy-jdBl,harnaswildlifefoundation,Namibia,country,gazetteer
DUr-88XjjJb,harnaswildlifefoundation,Namibia,country,gazetteer
DWI6-PhCgDu,namyouthchamber,Zambezi,region,gazetteer
DWI6-PhCgDu,namyouthchamber,Kavango,region,gazetteer
DWI6-PhCgDu,namyouthchamber,Namibia,country,gazetteer
DWlUKAsCBNC,ministry_of_environment_nam,NamibRand,park,gazetteer
DWlUKAsCBNC,ministry_of_environment_nam,Windhoek,town,gazetteer
DWlUKAsCBNC,ministry_of_environment_nam,Namibia,country,gazetteer
DWhU7LCjva2,ministry_of_environment_nam,Namibia,country,gazetteer
DUZ9b7jDh1Z,harnaswildlifefoundation,Namibia,country,gazetteer
DRQ69T9ir4N,namyouthchamber,Namibia,country,gazetteer
DUYeCeoDJs6,africat_foundation,Namibia,country,gazetteer
DVcrAuRjsnE,ccfcheetah,Namibia,country,gazetteer
DVBpQ6sjE5H,africat_foundation,Okonjima,place,gazetteer
DV_qawHEpSw,ccfcheetah,Namibia,country,gazetteer
DV_qawHEpSw,ccfcheetah,Botswana,country,gazetteer
DU3rabWkYrT,naankuse_foundation,Omaheke,region,gazetteer
DU3rabWkYrT,naankuse_foundation,Namibia,country,gazetteer
DVU4KuJDJ9A,ccfcheetah,Namibia,country,gazetteer
DWTTNs3iO3h,ministry_of_environment_nam,Windhoek,town,gazetteer
DXOrcNijX05,eif_namibia,Namibia,country,gazetteer
DVfdclaCI5r,eif_namibia,Namibia,country,gazetteer
DXM5JzSjdGk,eif_namibia,Namibia,country,gazetteer
DWdxehuCDJo,ministry_of_environment_nam,Etosha,park,gazetteer
DWdxehuCDJo,ministry_of_environment_nam,Namibia,country,gazetteer
DUgMnW8jL3b,naankuse_foundation,Namibia,country,gazetteer
DXd19oFjkuQ,oceanconservationnamibia,Namibia,country,gazetteer
DUbWtOygfZh,naankuse_foundation,Namibia,country,gazetteer
DWdkN4BiJyf,ministry_of_environment_nam,Etosha,park,gazetteer
DWdkN4BiJyf,ministry_of_environment_nam,Namibia,country,gazetteer
DXoC0N4mgkj,oceanconservationnamibia,Namibia,country,gazetteer
DWef2hPCOlX,ministry_of_environment_nam,Hardap,region,gazetteer
DWef2hPCOlX,ministry_of_environment_nam,Etosha,park,gazetteer
DWef2hPCOlX,ministry_of_environment_nam,Bwabwata,park,gazetteer
DWef2hPCOlX,ministry_of_environment_nam,Namibia,country,gazetteer
DXeSg6pAHo-,oceanconservationnamibia,Namibia,country,gazetteer
DUYx5HdiD09,naankuse_foundation,Namibia,country,gazetteer
DWd8TPlCGNF,ministry_of_environment_nam,Etosha,park,gazetteer
DS9WiNDCKWA,eif_namibia,Namibia,country,gazetteer
DWTPuYYiBmk,ministry_of_environment_nam,Windhoek,town,gazetteer
DWTPuYYiBmk,ministry_of_environment_nam,Namibia,country,gazetteer
DXtW3C-FV7E,oceanconservationnamibia,Namibia,country,gazetteer
DWPV37mjdwz,eif_namibia,Windhoek,town,gazetteer
DWPV37mjdwz,eif_namibia,Namibia,country,gazetteer
DUANbOODsT-,harnaswildlifefoundation,Omaheke,region,gazetteer
DUCyOBzjtGW,harnaswildlifefoundation,Namibia,country,gazetteer
DT_B707iWMb,harnaswildlifefoundation,Namibia,country,gazetteer
DQtsfnrES6W,eif_namibia,Namibia,country,gazetteer
DWdtfb8Cewk,gobabeb,Sossusvlei,place,gazetteer
DSqL_CYjCQI,wwfnamibia,Namibia,country,gazetteer
DRy5ghiDT_W,eif_namibia,Namibia,country,gazetteer
DWVnGAginZE,gobabeb,Gobabeb,place,gazetteer
DSrc9q6DsW-,harnaswildlifefoundation,Namibia,country,gazetteer
DSjukI4jv4D,harnaswildlifefoundation,Omaheke,region,gazetteer
DVax_qWDIWT,ministry_of_environment_nam,Namibia,country,gazetteer
DVlqdpuofJi,ministry_of_environment_nam,Windhoek,town,gazetteer
DVlqdpuofJi,ministry_of_environment_nam,Namibia,country,gazetteer
DVqA9lQCMB3,ministry_of_environment_nam,Zambezi,region,gazetteer
DVgNyhriNtn,ministry_of_environment_nam,Ohangwena,region,gazetteer
DVgNyhriNtn,ministry_of_environment_nam,Windhoek,town,gazetteer
DVyJyHCoyal,ministry_of_environment_nam,Windhoek,town,gazetteer
DWEYm7riHPW,ministry_of_environment_nam,Hardap,region,gazetteer
DWD4O7tiJcr,ministry_of_environment_nam,Kavango,region,gazetteer
DWD4O7tiJcr,ministry_of_environment_nam,Namibia,country,gazetteer
DVgLWW3CIDY,ministry_of_environment_nam,Zambezi,region,gazetteer
DVgLWW3CIDY,ministry_of_environment_nam,Namibia,country,gazetteer
DTkNTvlF3zS,gobabeb,Gobabeb,place,gazetteer
DTkNTvlF3zS,gobabeb,Namibia,country,gazetteer
DTK_tKrDXs3,ehranamibia,Kunene,region,gazetteer
DTK_tKrDXs3,ehranamibia,Namibia,country,gazetteer
DURDVRDCI32,namibia_nature_foundation,Swakopmund,town,gazetteer
DTe830ojmon,savetherhinonamibia,Namibia,country,gazetteer
DQ9DYVGjs2Z,harnaswildlifefoundation,Namibia,country,gazetteer
DTigcpbjOyn,wwfnamibia,Namibia,country,gazetteer
DTSgXWbDah5,gobabeb,Namib Desert,feature,gazetteer
DTSgXWbDah5,gobabeb,Namib,feature,gazetteer
DRCM9WrjtFb,harnaswildlifefoundation,Omaheke,region,gazetteer
DRCM9WrjtFb,harnaswildlifefoundation,Namibia,country,gazetteer
DROwWkzAbdm,harnaswildlifefoundation,Omaheke,region,gazetteer
DROwWkzAbdm,harnaswildlifefoundation,Namibia,country,gazetteer
DRboXapDRPH,harnaswildlifefoundation,Namibia,country,gazetteer
DQt0XptgQN5,gobabeb,Gobabeb,place,gazetteer
DQt0XptgQN5,gobabeb,Namib,feature,gazetteer
DQ3lMB-CH-Q,gobabeb,Gobabeb,place,gazetteer
DQ3lMB-CH-Q,gobabeb,Namib,feature,gazetteer
DQtEQWBjmNA,harnaswildlifefoundation,Namibia,country,gazetteer
DWk1d0DDHm-,oceanconservationnamibia,Cape Cross,park,gazetteer
DWk1d0DDHm-,oceanconservationnamibia,Walvis Bay,town,gazetteer
DQ4Hgt0jmeW,harnaswildlifefoundation,Namibia,country,gazetteer
DQ6lpEcAAZE,gobabeb,Namib Desert,feature,gazetteer
DQ6lpEcAAZE,gobabeb,Namib,feature,gazetteer
DRj2I1ODuFl,gobabeb,Gobabeb,place,gazetteer
DQrRbjNDa8w,gobabeb,Namib,feature,gazetteer
DRMLifyj68e,gobabeb,Namibia,country,gazetteer
DSZYkGrjC9V,ehranamibia,Namibia,country,gazetteer
DSUkrmxDAR0,ehranamibia,Namibia,country,gazetteer
DQ_hYO8jUi7,gobabeb,Namib,feature,gazetteer
DSnAE6BjL8j,ehranamibia,Namibia,country,gazetteer
DQoIZkHDhRS,harnaswildlifefoundation,Namibia,country,gazetteer
DVMf89JiGPo,ministry_of_environment_nam,Omaheke,region,gazetteer
DVMf89JiGPo,ministry_of_environment_nam,Namibia,country,gazetteer
DVYAZe_iKyK,ministry_of_environment_nam,Namibia,country,gazetteer
DUHugIJCJJQ,ministry_of_environment_nam,Windhoek,town,gazetteer
DUHugIJCJJQ,ministry_of_environment_nam,Namibia,country,gazetteer
DVO6X1fiLN9,ministry_of_environment_nam,Kunene,region,gazetteer
DVO6X1fiLN9,ministry_of_environment_nam,Skeleton Coast,park,gazetteer
DVMfs3aCDL-,ministry_of_environment_nam,Namibia,country,gazetteer
DVRF9_RCMyN,ministry_of_environment_nam,Omaheke,region,gazetteer
DW8ZEQcGmuw,oceanconservationnamibia,Namibia,country,gazetteer
DRCT53DAXcY,gobabeb,Gobabeb,place,gazetteer
DRmBxuCjPTR,ehranamibia,Namibia,country,gazetteer
DSErGl1jPiD,ehranamibia,Namibia,country,gazetteer
DR4b_cPjF6A,ehranamibia,Namibia,country,gazetteer
DRR08Jyiog6,namibia_nature_foundation,Bwabwata,park,gazetteer
DSAKbvCjEN5,ehranamibia,Namibia,country,gazetteer
DRzSbhZDEfq,ehranamibia,Namibia,country,gazetteer
DWGc_DrGmla,oceanconservationnamibia,Namibia,country,gazetteer
DSkSa6hET9N,gobabeb,Gobabeb,place,gazetteer
DWOcsnUDIpz,oceanconservationnamibia,Namibia,country,gazetteer
DSdJz7fCF4Q,ministry_of_environment_nam,Namibia,country,gazetteer
DSnBI6rCHzY,ministry_of_environment_nam,Etosha,park,gazetteer
DSnBI6rCHzY,ministry_of_environment_nam,Namibia,country,gazetteer
DSn2EjJiBve,ministry_of_environment_nam,Etosha,park,gazetteer
DSS-iu4jtyt,ministry_of_environment_nam,Oshikoto,region,gazetteer
DSS-iu4jtyt,ministry_of_environment_nam,Namibia,country,gazetteer
DTQjJL5iIl2,ministry_of_environment_nam,Namibia,country,gazetteer
DTrvR10CNL6,ministry_of_environment_nam,Namib-Naukluft,park,gazetteer
DTrvR10CNL6,ministry_of_environment_nam,Sossusvlei,place,gazetteer
DTrvR10CNL6,ministry_of_environment_nam,Sesriem,place,gazetteer
DTrvR10CNL6,ministry_of_environment_nam,Namib,feature,gazetteer
DWjhZ4BOz6Q,africat_foundation,Okonjima,place,gazetteer
DT_tR4nCL1l,ministry_of_environment_nam,Windhoek,town,gazetteer
DT_tR4nCL1l,ministry_of_environment_nam,Namibia,country,gazetteer
DT5U_tKCLTG,ministry_of_environment_nam,Skeleton Coast,park,gazetteer
DT5U_tKCLTG,ministry_of_environment_nam,Sossusvlei,place,gazetteer
DT5U_tKCLTG,ministry_of_environment_nam,Namibia,country,gazetteer
DXE-OgWjDbf,africat_foundation,Okonjima,place,gazetteer
DXE-OgWjDbf,africat_foundation,Namibia,country,gazetteer
DV0MHPLDsfO,harnaswildlifefoundation,Namibia,country,gazetteer
DUqU3urCOlq,namibia_nature_foundation,Namibia,country,gazetteer
DWboxZriOr5,eif_namibia,Etosha,park,gazetteer
DWboxZriOr5,eif_namibia,Namibia,country,gazetteer
DSB_StyiP9N,ministry_of_environment_nam,Namibia,country,gazetteer
DQrZ7TJDHjS,ehranamibia,Namibia,country,gazetteer
DSqGNSaDeGo,eif_namibia,Namibia,country,gazetteer
DQoxtvHiEiB,ministry_of_environment_nam,Namibia,country,gazetteer
DQoxtvHiEiB,ministry_of_environment_nam,South Africa,country,gazetteer
DSHY-RICNI1,ministry_of_environment_nam,Kunene,region,gazetteer
DSHY-RICNI1,ministry_of_environment_nam,Erongo,region,gazetteer
DSHY-RICNI1,ministry_of_environment_nam,Kavango,region,gazetteer
DSHY-RICNI1,ministry_of_environment_nam,Ohangwena,region,gazetteer
DSHY-RICNI1,ministry_of_environment_nam,Oshikoto,region,gazetteer
DSHY-RICNI1,ministry_of_environment_nam,Namibia,country,gazetteer
DRzUzfEiDhG,ministry_of_environment_nam,Namibia,country,gazetteer
DRzUzfEiDhG,ministry_of_environment_nam,South Africa,country,gazetteer
DRZYCRciGff,ministry_of_environment_nam,Namibia,country,gazetteer
DRzjbHoCBJj,ministry_of_environment_nam,Sesriem,place,gazetteer
DUneNtoiFmf,eif_namibia,Windhoek,town,gazetteer
DUneNtoiFmf,eif_namibia,Namibia,country,gazetteer
DWjEaq3iB7e,ministry_of_environment_nam,Windhoek,town,gazetteer
DWjEaq3iB7e,ministry_of_environment_nam,Namibia,country,gazetteer
DT16QUUjpHs,harnaswildlifefoundation,Namibia,country,gazetteer
DRCDcjeiPo8,ministry_of_environment_nam,Kunene,region,gazetteer
DRCDcjeiPo8,ministry_of_environment_nam,Omusati,region,gazetteer
DRCDcjeiPo8,ministry_of_environment_nam,Namibia,country,gazetteer
DVJYXnKjRBg,africat_foundation,Okonjima,place,gazetteer
DQ_CaSgikVa,namibia_nature_foundation,Walvis Bay,town,gazetteer
DQ_CaSgikVa,namibia_nature_foundation,Namibia,country,gazetteer
DWY0epAiNPH,ministry_of_environment_nam,Windhoek,town,gazetteer
DS7ycYNDEFD,africat_foundation,Okonjima,place,gazetteer
DS7ycYNDEFD,africat_foundation,Namibia,country,gazetteer
DVqBEnpiMbf,ministry_of_environment_nam,Kavango,region,gazetteer
DVqBEnpiMbf,ministry_of_environment_nam,Bwabwata,park,gazetteer
DQ1RoI8DCa2,ehranamibia,Namibia,country,gazetteer
DUI6f7uiG8n,ministry_of_environment_nam,Etosha,park,gazetteer
DUI6f7uiG8n,ministry_of_environment_nam,Windhoek,town,gazetteer
DQwlJwfDWbc,gobabeb,Namib,feature,gazetteer
DRe4M-aDIWa,ehranamibia,Windhoek,town,gazetteer
DRe4M-aDIWa,ehranamibia,Namibia,country,gazetteer
DXuVGWBCGa5,namibia_nature_foundation,Windhoek,town,gazetteer
DSZ41IKiPsl,ministry_of_environment_nam,Opuwo,town,gazetteer
DRRgrmyjLcD,ehranamibia,Namibia,country,gazetteer
DRpNB6jiCEl,tosconamibia,Namibia,country,gazetteer
DWbxil5DMTW,wwfnamibia,Africa,LOC,spacy
DWbxil5DMTW,wwfnamibia,Earth,LOC,spacy
DXbu79iDCnX,wwfnamibia,Earth,LOC,spacy
DXbu79iDCnX,wwfnamibia,Earth,LOC,spacy
DWjdIZtjHgI,wwfnamibia,WWF Namibia,GPE,spacy
DWjdIZtjHgI,wwfnamibia,@pro.namib,GPE,spacy
DWbAAoijFTa,wwfnamibia,Sydney,GPE,spacy
DWbAAoijFTa,wwfnamibia,Africa,LOC,spacy
DWbAAoijFTa,wwfnamibia,Africa,LOC,spacy
DWbAAoijFTa,wwfnamibia,Africa,LOC,spacy
DRUGF9ajCli,youth4can_namibia,Ondangwa,GPE,spacy
DRUGF9ajCli,youth4can_namibia,Oshana Region,GPE,spacy
DXceVTokb5e,giraffe_conservation,Earth,LOC,spacy
DUxWaDAiHXN,nacso_namibia1,Africa,LOC,spacy
DXuf7d6EZeD,giraffe_conservation,Samburu,GPE,spacy
DXuf7d6EZeD,giraffe_conservation,Isiolo County Governments,GPE,spacy
DXuf7d6EZeD,giraffe_conservation,Kenya,GPE,spacy
DUx-o2qCL2l,nacso_namibia1,Along Namibia’s,FAC,spacy
DUx-o2qCL2l,nacso_namibia1,Atlantic,LOC,spacy
DXmxhmVDVZm,giraffe_conservation,Etosha Heights,FAC,spacy
DXmxhmVDVZm,giraffe_conservation,Africa,LOC,spacy
DVvS2FYjO4c,wwfnamibia,Bwabwata National Park,FAC,spacy
DXhEfFxiKkR,ministry_of_environment_nam,Zambia,GPE,spacy
DXhEfFxiKkR,ministry_of_environment_nam,Zimbabwe,GPE,spacy
DUh5k2lAUk4,savetherhinonamibia,Africa,LOC,spacy
DV8qrmUDGoW,savetherhinonamibia,Zimbabwe,GPE,spacy
DV8qrmUDGoW,savetherhinonamibia,Africa,LOC,spacy
DWQnsyXjpjb,savetherhinonamibia,Kunene Region,GPE,spacy
DXWs260ldFZ,gobabeb,the Namib Desert,GPE,spacy
DTfkmjZiIqB,nacso_namibia1,Rossini Street,GPE,spacy
DTxc-x1iMoN,nacso_namibia1,the CCI Hub,FAC,spacy
DTxc-x1iMoN,nacso_namibia1,Maxi Louis,GPE,spacy
DXCNPQDCMkN,ministry_of_environment_nam,Hardap Game Park,FAC,spacy
DXCNPQDCMkN,ministry_of_environment_nam,Namutoni,GPE,spacy
DXCNPQDCMkN,ministry_of_environment_nam,Etosha National Park,FAC,spacy
DXCNPQDCMkN,ministry_of_environment_nam,Mahango National Park,FAC,spacy
DXfEn4XjoXB,desertlionconservation,Africa,LOC,spacy
DQrx5BLD64o,savetherhinonamibia,Ecowings Namibia,GPE,spacy
DQrx5BLD64o,savetherhinonamibia,Wales,GPE,spacy
DWoX4BUCpCZ,namyouthchamber,Lappet,GPE,spacy
DQmVJK-ji6U,savetherhinonamibia,Namiabi,GPE,spacy
DXwfTUBjkcO,ccfcheetah,the United States,GPE,spacy
DXwfTUBjkcO,ccfcheetah,Michigan,GPE,spacy
DXwfTUBjkcO,ccfcheetah,California,GPE,spacy
DW-3Ni3gdfG,naankuse_foundation,Epukiro,GPE,spacy
DXGjtBPFtcW,naankuse_foundation,Epukiro,GPE,spacy
DXGjtBPFtcW,naankuse_foundation,Namib Mills,GPE,spacy
DXEY-ltlqzA,naankuse_foundation,Mwaala High School,FAC,spacy
DXbYa58lhWu,naankuse_foundation,Wildlife Sanctuary,GPE,spacy
DXWIgNFloaI,naankuse_foundation,Germany,GPE,spacy
DVwU7pzDM_m,giraffe_conservation,Angolan,GPE,spacy
DV6oG8iDJKi,giraffe_conservation,Kruger National Park,FAC,spacy
DWCWeXDDvpY,giraffe_conservation,Africa,LOC,spacy
DWUYKewCPZI,giraffe_conservation,Uganda,GPE,spacy
DWMpye-jTwn,giraffe_conservation,the Khomas Region,LOC,spacy
DSpvIk3DMXZ,africat_foundation,@windhoek_animal_hospital,FAC,spacy
DXe7m2rEo4m,ccfcheetah,Etosha National Park,FAC,spacy
DW3oE3qFjbF,naankuse_foundation,Hotel Rwanda,FAC,spacy
DWjZfpulh0r,naankuse_foundation,Africa,LOC,spacy
DXpWrXrDEJt,ccfcheetah,Somaliland,GPE,spacy
DXpWrXrDEJt,ccfcheetah,Somaliland,GPE,spacy
DW5xIWgllJY,naankuse_foundation,Epukiro,GPE,spacy
DVMRx8yCMbB,giraffe_conservation,Angolan,GPE,spacy
DVMRx8yCMbB,giraffe_conservation,n’t,GPE,spacy
DVMRx8yCMbB,giraffe_conservation,Africa,LOC,spacy
DXZhne-jWEN,ccfcheetah,Somaliland,GPE,spacy
DVWk_9XDbv8,giraffe_conservation,Kenya,GPE,spacy
DVWk_9XDbv8,giraffe_conservation,Lake Nakuru National Park,FAC,spacy
DVEjcvgj1xY,giraffe_conservation,Africa,LOC,spacy
DU6QOvFk9xX,giraffe_conservation,France,GPE,spacy
DU6QOvFk9xX,giraffe_conservation,California,GPE,spacy
DU6QOvFk9xX,giraffe_conservation,Florida,GPE,spacy
DU6QOvFk9xX,giraffe_conservation,@thewcs,GPE,spacy
DXuRr8pGfJ_,ccfcheetah,Somaliland,GPE,spacy
DXuRr8pGfJ_,ccfcheetah,Youtube,GPE,spacy
DVtL7Z1Cgjg,namyouthchamber,Africa,LOC,spacy
DWnyV1Wls37,naankuse_foundation,Epukiro,GPE,spacy
DUX_wPFCgIs,namyouthchamber,Lovebird,GPE,spacy
DWMpxKqjnAZ,naankuse_foundation,Namib Mills,GPE,spacy
DV9M4tnAc73,naankuse_foundation,Omaheke Region,GPE,spacy
DUELhjJjd7D,giraffe_conservation,Africa,LOC,spacy
DT8dIW2iCC3,giraffe_conservation,Africa,LOC,spacy
DT8dIW2iCC3,giraffe_conservation,Africa,LOC,spacy
DTqbkOCjdCj,giraffe_conservation,Africa,LOC,spacy
DWE0qc5Evit,naankuse_foundation,Eagles,GPE,spacy
DWE0qc5Evit,naankuse_foundation,Zacheo,GPE,spacy
DU5v6CKCn_O,namyouthchamber,North,LOC,spacy
DU5v6CKCn_O,namyouthchamber,North,LOC,spacy
DUoOpqdjEUM,giraffe_conservation,Angolan,GPE,spacy
DUggSmvjmH0,giraffe_conservation,Mozambique,GPE,spacy
DV_xrwzjCSH,naankuse_foundation,San children,GPE,spacy
DW69EwJESBc,ccfcheetah,Aidan,GPE,spacy
DW69EwJESBc,ccfcheetah,Somaliland,GPE,spacy
DW69EwJESBc,ccfcheetah,Aidan,GPE,spacy
DW69EwJESBc,ccfcheetah,Aidan,GPE,spacy
DW69EwJESBc,ccfcheetah,Aidan,GPE,spacy
DW2bF8jjNJE,ccfcheetah,the Horn of Africa,LOC,spacy
DW2bF8jjNJE,ccfcheetah,the Horn of Africa,LOC,spacy
DWD7q9hijMg,namyouthchamber,Nara,GPE,spacy
DTibOjAjHCe,africat_foundation,Lesedi,GPE,spacy
DRhp-g_DJMg,africat_foundation,pangolin,GPE,spacy
DQ4iGjBjLUz,namyouthchamber,the Skeleton Coast,LOC,spacy
DQ4iGjBjLUz,namyouthchamber,WWF Namibia's,FAC,spacy
DWW44aTDSt2,tosconamibia,De Riet,GPE,spacy
DWW44aTDSt2,tosconamibia,Fonteine,GPE,spacy
DWW44aTDSt2,tosconamibia,ReGen Namibia,FAC,spacy
DWouAPSEVB9,ccfcheetah,Africa,LOC,spacy
DWouAPSEVB9,ccfcheetah,Asia,LOC,spacy
DRj_EEGDNma,namyouthchamber,Oshikoto 🌳,FAC,spacy
DRj_EEGDNma,namyouthchamber,the Oshikoto Region,LOC,spacy
DRj_EEGDNma,namyouthchamber,Ms Ndinelago Ithindi,FAC,spacy
DWhFSe_Epwk,ccfcheetah,Somaliland,GPE,spacy
DV1dpcLjf4m,tosconamibia,Fonteine,GPE,spacy
DWaZbb-D-L5,ccfcheetah,Africa,LOC,spacy
DVqo_9BgVKV,naankuse_foundation,the Omaheke Region,GPE,spacy
DVqo_9BgVKV,naankuse_foundation,San communities,GPE,spacy
DWsMJvfjOo5,ccfcheetah,Centre,GPE,spacy
DUDf5d4DUm_,tosconamibia,Rossini Street,FAC,spacy
DWWv0b4kmFB,ccfcheetah,Brazil,GPE,spacy
DWWv0b4kmFB,ccfcheetah,Zimbabwe,GPE,spacy
DWWv0b4kmFB,ccfcheetah,Zimbabwe,GPE,spacy
DWWv0b4kmFB,ccfcheetah,Zimbabwe,GPE,spacy
DWWv0b4kmFB,ccfcheetah,Zimbabwe,GPE,spacy
DWWv0b4kmFB,ccfcheetah,Zimbabwe,GPE,spacy
DWWv0b4kmFB,ccfcheetah,Zimbabwe,GPE,spacy
DWWv0b4kmFB,ccfcheetah,Zimbabwe,GPE,spacy
DWWv0b4kmFB,ccfcheetah,Africa,LOC,spacy
DWWv0b4kmFB,ccfcheetah,Africa,LOC,spacy
DWWv0b4kmFB,ccfcheetah,Mozambique,GPE,spacy
DWWv0b4kmFB,ccfcheetah,Zambia,GPE,spacy
DWWv0b4kmFB,ccfcheetah,Zimbabwe,GPE,spacy
DWWv0b4kmFB,ccfcheetah,Zimbabwe,GPE,spacy
DWWv0b4kmFB,ccfcheetah,Zimbabwe,GPE,spacy
DVwVD1GjiEL,naankuse_foundation,Earth,LOC,spacy
DVwVD1GjiEL,naankuse_foundation,Atlantic Ocean,LOC,spacy
DVy5ucnCAYI,naankuse_foundation,Africa,LOC,spacy
DS0W5kkD2zk,giraffe_conservation,the Khomas Region,GPE,spacy
DU-ncR0jTOc,tosconamibia,ReGen Namibia,FAC,spacy
DTGYcjdjeVp,giraffe_conservation,Zambezi Region,GPE,spacy
DTGYcjdjeVp,giraffe_conservation,the Kwando River,LOC,spacy
DTgIY48D2Bx,giraffe_conservation,Africa,LOC,spacy
DTgIY48D2Bx,giraffe_conservation,@kaza.tfca,GPE,spacy
DTYZ__3jMEy,giraffe_conservation,Angolan,GPE,spacy
DTOG1rZj1Wf,giraffe_conservation,Angolan,GPE,spacy
DTOG1rZj1Wf,giraffe_conservation,Etosha National Park,FAC,spacy
DTOG1rZj1Wf,giraffe_conservation,Protecting,GPE,spacy
DUlV2iNCOB0,africat_foundation,pangolin,GPE,spacy
DUlV2iNCOB0,africat_foundation,Pangolin,GPE,spacy
DUlV2iNCOB0,africat_foundation,pangolin,GPE,spacy
DUGbxzVDE1m,africat_foundation,• Strong,GPE,spacy
DUGbxzVDE1m,africat_foundation,@wildlife_vets_namibia,GPE,spacy
DSGA6a6gTQ3,giraffe_conservation,Uganda,GPE,spacy
DWOuG89jwy0,ccfcheetah,the Model Farm,FAC,spacy
DWOuG89jwy0,ccfcheetah,the Dancing Goat Creamery,FAC,spacy
DVCCqirFE2-,naankuse_foundation,Toronto,GPE,spacy
DVCCqirFE2-,naankuse_foundation,the International Centre (Hall 5,FAC,spacy
DVCCqirFE2-,naankuse_foundation,Vancouver,GPE,spacy
DVCCqirFE2-,naankuse_foundation,East Building,GPE,spacy
DVeTYKBDDi-,naankuse_foundation,Strong,GPE,spacy
DRwcckvjYNV,giraffe_conservation,Africa,LOC,spacy
DRz_BrsjG0U,giraffe_conservation,Sabi Game Park,FAC,spacy
DRz_BrsjG0U,giraffe_conservation,Mozambique,GPE,spacy
DRz_BrsjG0U,giraffe_conservation,n’t,GPE,spacy
DRz_BrsjG0U,giraffe_conservation,Kruger National Park,FAC,spacy
DSiVUl0gTF5,giraffe_conservation,Africa,LOC,spacy
DSQTzsPDRJ6,giraffe_conservation,Africa,LOC,spacy
DSqDr_mAgXH,giraffe_conservation,Africa,LOC,spacy
DVv5Vyeje89,ccfcheetah,Africa,LOC,spacy
DR-SMDzDZx2,giraffe_conservation,Kenya,GPE,spacy
DR-SMDzDZx2,giraffe_conservation,Meru,GPE,spacy
DSYCJfoj4ik,giraffe_conservation,Kenya,GPE,spacy
DSYCJfoj4ik,giraffe_conservation,@universitycollegedublin,GPE,spacy
DRsQo-BARQL,giraffe_conservation,Angolan,GPE,spacy
DWAqKGpkuSD,ccfcheetah,the African Wild Dogs United Conference 2026,FAC,spacy
DWAqKGpkuSD,ccfcheetah,Tresia,GPE,spacy
DWAqKGpkuSD,ccfcheetah,Tresia,GPE,spacy
DWAqKGpkuSD,ccfcheetah,Tresia,GPE,spacy
DWAqKGpkuSD,ccfcheetah,Africa,LOC,spacy
DWAqKGpkuSD,ccfcheetah,Africa,LOC,spacy
DWAqKGpkuSD,ccfcheetah,East Africa,GPE,spacy
DWFHDlUj2ZX,ccfcheetah,Brazil,GPE,spacy
DWFHDlUj2ZX,ccfcheetah,Africa,LOC,spacy
DWFHDlUj2ZX,ccfcheetah,Southern Africa,GPE,spacy
DWFHDlUj2ZX,ccfcheetah,cmscop15,GPE,spacy
DV7XJOljNi_,ccfcheetah,Somaliland,GPE,spacy
DWCI-u-Ee46,ccfcheetah,Jordan,GPE,spacy
DWCI-u-Ee46,ccfcheetah,Jordan,GPE,spacy
DXG8IUMDeZj,ongavagamereserve,Horizon,FAC,spacy
DWgtt_SgXiB,ongavagamereserve,Bulbul,GPE,spacy
DXWUuVLiluH,namibia_nature_foundation,@euinnam,GPE,spacy
DXLyjUAjZ73,namibia_nature_foundation,the Living Earth Expo,FAC,spacy
DXLyjUAjZ73,namibia_nature_foundation,@living.earth.africa,GPE,spacy
DXPE5MbDHp0,ehranamibia,Supporting,GPE,spacy
DXPE5MbDHp0,ehranamibia,Building,GPE,spacy
DW3daffjCif,ehranamibia,Christin,GPE,spacy
DXWhPTbE16s,namibia_nature_foundation,Africa,LOC,spacy
DXWhPTbE16s,namibia_nature_foundation,United States,GPE,spacy
DXWhPTbE16s,namibia_nature_foundation,the United States,GPE,spacy
DXTqzuxjCXj,ehranamibia,the Kunene Region,LOC,spacy
DV_Pa2ujuyN,ongavagamereserve,Africa,LOC,spacy
