term,Estimate,ci_lo,ci_hi,t
Post_FormatCarousel,0.30553081137193594,0.19506350479879264,0.41599811794507924,5.4208743295446835
Post_FormatVideo,0.38158523608619627,0.2406322187852559,0.5225382533871367,5.3059759491659255
f_Scientific,0.058593276497074416,-0.06501599384139933,0.18220254683554815,0.9290622892279831
f_Empathy,0.3464177372207983,0.2092131148856625,0.48362235955593413,4.948567161973472
f_Threat,0.2161968087848703,0.08720427748936846,0.34518934008037216,3.2849805685270304
f_Protagonist,0.1254335073422861,0.02074390776061448,0.2301231069239577,2.348324550173006
f_Onscreen_Text,-0.19601637074325592,-0.3181869016288777,-0.07384583985763417,-3.1446620085224413
cap_z,-0.10938723631091543,-0.16838054398869695,-0.0503939286331339,-3.634226524621761
hash_z,0.0028061732225532618,-0.0756717281503378,0.08128407459544433,0.07008340379098084
