n_organizations,median_followers,rounded_median_followers,n_below_rounded_median,pct_below_rounded_median,minimum_followers,maximum_followers,smallest_account,largest_account
19,4109,4100,9,47.4,427,236580,NACSO,Ocean Conservation Namibia
