term,IRR,ci_lo,ci_hi
Post_FormatCarousel,1.637163224370446,1.2200209545445182,2.201423938958585
Post_FormatVideo,3.236678573274999,2.388074746809982,4.3918440106249514
f_Empathy,1.9648262384311477,1.406291888097043,2.7608322467192408
f_Threat,1.90270491574497,1.3673097077321623,2.652534669952085
f_Efficacy,1.1775000581089596,0.9216047861553885,1.5033050539584865
f_Scientific,0.9743205899033553,0.7503598772057799,1.2706601907042308
f_Protagonist,1.3513261563102044,1.014867200886495,1.7921772647093581
f_Interactivity,3.9521420359044654,2.0280885779856854,8.71640270014847
logF,2.163544243061095,1.9775932650101993,2.3728831145713123
