term,irr_full,irr_loo,rel_change_pct,excl1_full,excl1_loo
Post_FormatCarousel,1.637163224370446,1.6609101017977281,1.4504893020922616,TRUE,TRUE
Post_FormatVideo,3.236678573274999,3.0744370641282694,-5.012592553562312,TRUE,TRUE
f_Empathy,1.9648262384311477,1.815410963071999,-7.604503260219698,TRUE,TRUE
f_Threat,1.90270491574497,1.7936281808913255,-5.7327194538170145,TRUE,TRUE
f_Efficacy,1.1775000581089596,1.1054711502821624,-6.1171043967907845,FALSE,FALSE
f_Scientific,0.9743205899033553,1.0257306516573015,5.27650367719783,FALSE,FALSE
f_Protagonist,1.3513261563102044,1.3627525198416715,0.8455666663529149,TRUE,TRUE
f_Interactivity,3.9521420359044654,4.158697146531845,5.22640909033294,TRUE,TRUE
logF,2.163544243061095,2.1476017197722377,-0.73687068521886,TRUE,TRUE
